PID,Player,Pos,Team,FF Pts,ADP,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,BYE,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Health,C
shougt1,Tyler Shough,QB,NO,260.169,128,315.075,466.117,3452.208,18.676,9.292,84.440,315.612,4.691,0.000,0.000,0.000,8,169.176,20.546,0.000,3.039,0.000,0.000,C,-
strouc1,C.J. Stroud,QB,HOU,255.561,152,335.391,519.920,3764.916,22.724,11.868,57.395,229.263,0.988,0.000,0.000,0.000,8,183.338,14.925,0.000,2.918,0.000,0.000,A,-
darnos1,Sam Darnold,QB,SEA,247.515,161,289.556,428.551,3710.360,25.116,12.052,26.190,85.676,0.708,0.000,0.000,0.000,11,174.887,5.578,0.000,2.127,0.000,0.000,A,-
youngb1,Bryce Young,QB,CAR,241.184,163,305.238,488.396,3140.880,23.460,12.236,48.259,214.973,2.537,0.000,0.000,0.000,5,156.546,13.995,0.000,2.775,0.000,0.000,A,+
rodgea1,Aaron Rodgers,QB,PIT,239.622,191,341.699,537.501,3635.748,24.564,9.936,15.839,47.995,0.626,0.000,0.000,0.000,9,179.567,3.124,0.000,2.683,0.000,0.000,A,-
brissj1,Jacoby Brissett,QB,ARI,233.699,189,307.399,478.722,3227.752,20.856,7.656,46.265,241.650,1.248,0.000,0.000,0.000,14,159.988,15.731,0.000,2.832,0.000,0.000,A,-
jonesd4,Daniel Jones,QB,IND,232.274,151,315.215,468.326,3488.456,19.044,11.040,31.322,117.920,3.025,0.000,0.000,0.000,13,170.505,7.677,0.000,2.343,0.000,0.000,C,-
wardc1,Cam Ward,QB,TEN,226.734,159,308.854,521.918,3150.264,19.780,7.360,42.592,174.429,2.460,0.000,0.000,0.000,9,157.396,11.355,0.000,3.240,0.000,0.000,A,-
smithg1,Geno Smith,QB,NYJ,224.841,240,372.968,530.487,3643.476,19.320,17.388,54.003,161.679,1.054,0.000,0.000,0.000,13,184.267,10.525,0.000,3.282,0.000,0.000,A,+
mendof1,Fernando Mendoza,QB,LV,204.601,187,256.873,426.001,2865.900,16.400,12.382,52.826,236.642,2.660,0.000,0.000,0.000,13,139.781,15.405,0.000,2.878,0.000,0.000,C,-
sandes2,Shedeur Sanders,QB,CLE,161.932,208,170.883,301.454,2090.130,12.320,15.470,40.943,324.446,2.372,0.000,0.000,0.000,11,99.617,21.121,0.000,2.160,0.000,0.000,C,-
penixm1,Michael Penix Jr.,QB,ATL,153.219,264,197.859,349.000,2549.700,11.460,6.120,20.615,67.050,1.110,0.000,0.000,0.000,11,120.021,4.365,0.000,1.854,0.000,0.000,C,+
tagovt1,Tua Tagovailoa,QB,ATL,95.137,244,153.941,241.200,1699.800,7.640,4.080,6.544,19.157,0.000,0.000,0.000,0.000,11,83.130,1.247,0.000,1.251,0.000,0.000,A,-
watsod1,Deshaun Watson,QB,CLE,47.113,262,51.783,94.797,597.180,3.520,4.420,31.698,94.194,0.842,0.000,0.000,0.000,11,28.880,6.132,0.000,0.906,0.000,0.000,C,-
cousik1,Kirk Cousins,QB,LV,36.266,258,59.827,87.699,629.100,3.600,2.718,0.000,0.000,0.000,0.000,0.000,0.000,13,31.170,0.000,0.000,0.580,0.000,0.000,B,-
jonesm5,Mac Jones,QB,SF,33.031,231,46.003,68.194,547.116,3.408,2.100,0.000,0.000,0.000,0.000,0.000,0.000,8,26.256,0.000,0.000,0.386,0.000,0.000,C,-
flaccj1,Joe Flacco,QB,CIN,30.937,,47.355,74.597,457.970,3.520,1.050,0.000,0.000,0.000,0.000,0.000,0.000,6,23.229,0.000,0.000,0.412,0.000,0.000,C,-
lancet1,Trey Lance,QB,LAC,29.241,,37.060,61.624,337.816,2.104,0.768,13.068,60.360,0.426,0.000,0.000,0.000,7,17.435,3.929,0.000,0.511,0.000,0.000,C,-
fieldj1,Justin Fields,QB,KC,28.163,230,35.259,54.003,325.896,2.040,1.008,12.561,55.464,0.474,0.000,0.000,0.000,5,16.750,3.611,0.000,0.415,0.000,0.000,C,-
richaa2,Anthony Richardson,QB,IND,28.060,,36.185,65.774,303.344,1.656,0.960,20.755,64.320,0.726,0.000,0.000,0.000,13,16.067,4.187,0.000,0.526,0.000,0.000,C,-
mccarj2,J.J. McCarthy,QB,MIN,27.764,222,27.908,47.490,390.650,2.160,1.050,8.349,39.850,0.160,0.000,0.000,0.000,6,18.049,2.594,0.000,0.397,0.000,0.000,C,-
mariom1,Marcus Mariota,QB,WAS,27.509,,24.254,36.093,294.696,1.952,0.784,11.054,71.796,0.312,0.000,0.000,0.000,7,14.068,4.674,0.000,0.354,0.000,0.000,C,+
bagent1,Tyson Bagent,QB,CHI,24.206,,22.039,27.567,320.520,2.200,0.608,10.655,34.796,0.000,0.000,0.000,0.000,10,14.687,2.265,0.000,0.286,0.000,0.000,C,-
simpst1,Ty Simpson,QB,LAR,23.460,293,33.175,59.437,352.424,2.600,0.712,0.000,0.000,0.000,0.000,0.000,0.000,11,17.413,0.000,0.000,0.325,0.000,0.000,C,-
bridgt1,Teddy Bridgewater,QB,DET,23.283,,47.433,72.905,381.600,2.336,0.936,0.000,0.000,0.000,0.000,0.000,0.000,6,20.483,0.000,0.000,0.389,0.000,0.000,C,-
howels1,Sam Howell,QB,DAL,22.946,,33.049,60.199,359.744,2.480,1.040,0.000,0.000,0.000,0.000,0.000,0.000,14,17.660,0.000,0.000,0.324,0.000,0.000,C,-
millsd1,Davis Mills,QB,HOU,22.338,,32.309,56.480,327.384,1.976,1.032,4.332,18.341,0.152,0.000,0.000,0.000,8,16.387,1.194,0.000,0.376,0.000,0.000,C,-
mullen1,Nick Mullens,QB,JAX,21.258,,38.542,50.068,308.952,2.072,1.096,6.582,20.631,0.000,0.000,0.000,0.000,7,16.603,1.343,0.000,0.355,0.000,0.000,C,-
devitt1,Tommy DeVito,QB,NE,20.643,,31.801,58.435,326.344,2.224,0.960,0.000,0.000,0.000,0.000,0.000,0.000,11,16.278,0.000,0.000,0.347,0.000,0.000,C,-
taylot2,Tyrod Taylor,QB,GB,20.621,,31.650,53.757,324.760,2.192,0.832,0.000,0.000,0.000,0.000,0.000,0.000,11,16.199,0.000,0.000,0.305,0.000,0.000,C,-
huntlt1,Tyler Huntley,QB,BAL,20.520,,37.165,47.532,297.624,2.368,0.576,0.000,0.000,0.000,0.000,0.000,0.000,13,15.999,0.000,0.000,0.281,0.000,0.000,C,-
allenk2,Kyle Allen,QB,BUF,20.256,,28.296,52.988,319.152,2.136,0.760,0.000,0.000,0.000,0.000,0.000,0.000,7,15.522,0.000,0.000,0.294,0.000,0.000,C,-
lockd1,Drew Lock,QB,SEA,20.246,,39.444,63.249,322.640,2.184,1.048,0.000,0.000,0.000,0.000,0.000,0.000,11,17.225,0.000,0.000,0.348,0.000,0.000,C,-
rattls1,Spencer Rattler,QB,NO,20.207,,32.425,47.883,300.192,1.624,0.808,3.927,19.128,0.159,0.000,0.000,0.000,8,15.422,1.245,0.000,0.355,0.000,0.000,C,-
minshg1,Gardner Minshew,QB,ARI,20.129,,37.327,60.408,293.432,1.896,0.696,5.454,19.332,0.000,0.000,0.000,0.000,14,15.871,1.259,0.000,0.429,0.000,0.000,C,-
rudolm1,Mason Rudolph,QB,PIT,20.005,,37.001,52.299,316.152,2.136,0.864,0.000,0.000,0.000,0.000,0.000,0.000,9,16.645,0.000,0.000,0.321,0.000,0.000,C,-
brownj7,Jake Browning,QB,TB,19.582,,32.964,47.789,314.608,2.104,1.112,0.000,0.000,0.000,0.000,0.000,0.000,10,16.018,0.000,0.000,0.306,0.000,0.000,C,-
stidhj1,Jarrett Stidham,QB,DEN,19.145,,28.259,50.084,301.104,2.096,1.008,0.000,0.000,0.000,0.000,0.000,0.000,10,14.866,0.000,0.000,0.275,0.000,0.000,C,-
gabrid1,Dillon Gabriel,QB,CLE,18.424,,33.435,56.150,298.590,1.760,2.210,3.440,20.932,0.000,0.000,0.000,0.000,11,15.507,1.363,0.000,0.443,0.000,0.000,C,-
pickek1,Kenny Pickett,QB,CAR,17.689,,32.862,53.504,273.120,2.040,1.064,0.000,0.000,0.000,0.000,0.000,0.000,5,14.506,0.000,0.000,0.332,0.000,0.000,C,-
klubnc1,Cade Klubnik,QB,NYJ,17.523,,29.532,51.913,316.824,1.680,1.512,0.000,0.000,0.000,0.000,0.000,0.000,13,15.613,0.000,0.000,0.358,0.000,0.000,C,-
daltoa1,Andy Dalton,QB,PHI,17.512,,22.674,32.401,267.808,1.896,0.552,0.000,0.000,0.000,0.000,0.000,0.000,10,12.874,0.000,0.000,0.232,0.000,0.000,C,-
trubim1,Mitch Trubisky,QB,TEN,16.948,,21.046,29.782,273.936,1.720,0.640,0.000,0.000,0.000,0.000,0.000,0.000,9,12.865,0.000,0.000,0.250,0.000,0.000,C,-
winstj1,Jameis Winston,QB,NYG,15.734,,17.201,29.852,250.912,1.640,0.624,0.000,0.000,0.000,0.000,0.000,0.000,8,11.490,0.000,0.000,0.238,0.000,0.000,C,-
ewersq1,Quinn Ewers,QB,MIA,15.227,,32.433,58.374,259.816,1.488,0.792,0.000,0.000,0.000,0.000,0.000,0.000,6,13.965,0.000,0.000,0.326,0.000,0.000,C,-
beckc1,Carson Beck,QB,ARI,9.104,226,13.573,25.170,146.716,0.948,0.348,0.000,0.000,0.000,0.000,0.000,0.000,14,7.216,0.000,0.000,0.208,0.000,0.000,C,-
gibbsj1,Jahmyr Gibbs,RB,DET,278.763,1,0.000,0.000,0.000,0.000,0.000,206.231,1057.682,11.400,67.712,524.700,3.358,6,0.000,52.990,24.069,1.879,0.000,0.000,A,+
robinb2,Bijan Robinson,RB,ATL,272.245,2,0.000,0.000,0.000,0.000,0.000,213.495,1072.792,7.123,65.083,722.415,3.247,11,0.000,53.747,32.817,2.037,0.000,0.000,A,+
tayloj2,Jonathan Taylor,RB,IND,270.770,8,0.000,0.000,0.000,0.000,0.000,268.572,1361.440,13.673,36.897,284.385,1.346,13,0.000,68.208,13.047,2.375,0.000,0.000,A,-
mccafc1,Christian McCaffrey,RB,SF,262.585,6,0.000,0.000,0.000,0.000,0.000,227.605,854.592,7.906,69.227,706.692,4.402,8,0.000,42.815,32.166,2.005,0.000,0.000,A,+
achand1,De'Von Achane,RB,MIA,261.539,15,0.000,0.000,0.000,0.000,0.000,237.148,1281.911,8.168,59.814,405.963,2.790,6,0.000,64.224,18.707,2.904,0.000,0.000,A,+
jeanta1,Ashton Jeanty,RB,LV,220.594,10,0.000,0.000,0.000,0.000,0.000,296.477,1014.180,9.310,41.171,297.075,2.600,13,0.000,50.810,13.659,2.577,0.000,0.000,A,+
cookj3,James Cook,RB,BUF,210.688,12,0.000,0.000,0.000,0.000,0.000,236.782,1257.169,7.670,27.168,199.470,1.202,7,0.000,62.984,9.166,1.793,0.000,0.000,A,+
barkls1,Saquon Barkley,RB,PHI,207.602,13,0.000,0.000,0.000,0.000,0.000,293.090,1176.003,7.624,31.350,217.594,1.541,10,0.000,58.918,10.019,2.423,0.000,0.000,A,+
willik6,Kyren Williams,RB,LAR,207.359,31,0.000,0.000,0.000,0.000,0.000,240.786,1061.200,9.818,28.433,220.265,1.300,11,0.000,53.166,10.104,1.712,0.000,0.000,A,+
brownc4,Chase Brown,RB,CIN,205.513,16,0.000,0.000,0.000,0.000,0.000,189.793,843.972,5.047,65.236,389.275,3.520,6,0.000,42.283,18.028,1.831,0.000,0.000,A,-
hampto1,Omarion Hampton,RB,LAC,204.786,14,0.000,0.000,0.000,0.000,0.000,200.697,814.860,8.662,52.563,358.930,1.841,7,0.000,40.824,16.536,1.892,0.000,0.000,C,+
henryd1,Derrick Henry,RB,BAL,202.066,21,0.000,0.000,0.000,0.000,0.000,237.412,1344.820,7.546,13.541,130.211,0.740,13,0.000,67.375,5.936,1.923,0.000,0.000,A,-
walkek1,Kenneth Walker,RB,KC,201.238,19,0.000,0.000,0.000,0.000,0.000,240.588,915.156,8.927,38.550,325.896,1.020,5,0.000,45.849,14.909,1.825,0.000,0.000,A,+
lovej2,Jeremiyah Love,RB,ARI,197.361,24,0.000,0.000,0.000,0.000,0.000,205.086,908.604,4.224,60.911,403.469,2.133,14,0.000,45.521,18.608,2.444,0.000,0.000,C,-
jacobj1,Josh Jacobs,RB,GB,195.308,35,0.000,0.000,0.000,0.000,0.000,207.699,845.502,10.574,33.670,263.868,0.959,11,0.000,42.360,12.100,1.662,0.000,0.000,A,-
skattc1,Cam Skattebo,RB,NYG,192.174,42,0.000,0.000,0.000,0.000,0.000,211.244,850.163,8.820,38.909,282.276,1.435,8,0.000,42.593,12.977,2.054,0.000,0.000,C,-
judkiq1,Quinshon Judkins,RB,CLE,190.311,51,0.000,0.000,0.000,0.000,0.000,290.914,1036.134,10.175,20.488,149.295,0.528,11,0.000,51.910,6.862,2.694,0.000,0.000,A,-
irvinb1,Bucky Irving,RB,TB,187.112,56,0.000,0.000,0.000,0.000,0.000,241.997,823.153,4.589,40.491,353.934,3.945,10,0.000,41.240,16.176,2.046,0.000,0.000,B,-
etient1,Travis Etienne,RB,NO,181.732,40,0.000,0.000,0.000,0.000,0.000,240.953,927.708,7.473,31.275,243.906,1.015,8,0.000,46.478,11.186,1.996,0.000,0.000,A,-
hallb1,Breece Hall,RB,NYJ,180.695,30,0.000,0.000,0.000,0.000,0.000,204.398,893.987,4.278,42.263,396.030,1.155,13,0.000,44.789,18.066,2.036,0.000,0.000,A,+
willij13,Javonte Williams,RB,DAL,179.974,33,0.000,0.000,0.000,0.000,0.000,202.195,1029.650,7.009,30.308,112.420,1.705,14,0.000,51.585,5.337,1.670,0.000,0.000,A,-
swiftd1,D'Andre Swift,RB,CHI,176.646,49,0.000,0.000,0.000,0.000,0.000,198.907,904.683,6.920,30.627,260.423,0.825,10,0.000,45.325,11.912,1.648,0.000,0.000,A,+
montgd1,David Montgomery,RB,HOU,173.862,50,0.000,0.000,0.000,0.000,0.000,191.912,797.834,8.816,33.093,225.077,0.618,8,0.000,39.971,10.371,1.580,0.000,0.000,A,-
hendet1,TreVeyon Henderson,RB,NE,171.725,54,0.000,0.000,0.000,0.000,0.000,174.277,867.945,7.372,33.811,203.965,0.834,11,0.000,43.484,9.441,1.608,0.000,0.000,A,-
tutenb1,Bhayshul Tuten,RB,JAX,171.298,58,0.000,0.000,0.000,0.000,0.000,192.180,742.716,6.650,35.732,270.333,2.331,7,0.000,37.210,12.410,1.759,0.000,0.000,A,-
warrej1,Jaylen Warren,RB,PIT,170.581,69,0.000,0.000,0.000,0.000,0.000,186.293,854.311,4.309,37.870,316.152,1.736,9,0.000,42.801,14.469,1.671,0.000,0.000,A,+
dowdlr1,Rico Dowdle,RB,PIT,169.985,87,0.000,0.000,0.000,0.000,0.000,160.502,739.123,7.228,37.870,296.393,0.935,9,0.000,37.030,13.592,1.480,0.000,0.000,A,+
stever1,Rhamondre Stevenson,RB,NE,169.908,78,0.000,0.000,0.000,0.000,0.000,136.523,623.140,6.499,37.370,387.534,2.085,11,0.000,31.219,17.633,1.348,0.000,0.000,A,-
pricej1,Jadarian Price,RB,SEA,168.774,65,0.000,0.000,0.000,0.000,0.000,204.285,835.341,6.903,29.610,241.980,1.092,11,0.000,41.851,11.081,1.734,0.000,0.000,C,-
pollat1,Tony Pollard,RB,TEN,163.848,72,0.000,0.000,0.000,0.000,0.000,224.395,1007.812,5.166,26.392,171.210,0.645,9,0.000,50.491,7.903,2.116,0.000,0.000,A,-
gainwk1,Kenneth Gainwell,RB,TB,153.821,98,0.000,0.000,0.000,0.000,0.000,109.395,515.710,3.392,55.215,412.923,2.367,10,0.000,25.837,18.963,1.204,0.000,0.000,A,-
dobbij1,J.K. Dobbins,RB,DEN,134.504,100,0.000,0.000,0.000,0.000,0.000,196.116,979.167,4.611,11.433,37.638,0.131,10,0.000,49.056,1.801,1.346,0.000,0.000,C,-
hubbac1,Chuba Hubbard,RB,CAR,133.731,77,0.000,0.000,0.000,0.000,0.000,181.773,771.949,4.307,23.667,136.560,1.148,5,0.000,38.675,6.333,1.683,0.000,0.000,A,-
brookj2,Jonathon Brooks,RB,CAR,129.023,93,0.000,0.000,0.000,0.000,0.000,182.508,762.177,4.248,20.286,119.490,1.148,5,0.000,38.185,5.537,1.663,0.000,0.000,C,-
monank1,Kyle Monangai,RB,CHI,128.559,96,0.000,0.000,0.000,0.000,0.000,169.023,730.706,4.412,22.120,160.260,0.550,10,0.000,36.608,7.368,1.369,0.000,0.000,A,-
harver1,RJ Harvey,RB,DEN,127.271,86,0.000,0.000,0.000,0.000,0.000,104.812,383.591,5.046,34.299,188.190,3.930,10,0.000,19.218,8.747,0.913,0.000,0.000,A,-
corumb1,Blake Corum,RB,LAR,126.510,103,0.000,0.000,0.000,0.000,0.000,160.629,753.452,7.013,7.582,44.053,0.325,11,0.000,37.748,2.042,1.060,0.000,0.000,A,-
rodric1,Chris Rodriguez,RB,JAX,124.977,132,0.000,0.000,0.000,0.000,0.000,174.708,814.925,6.270,6.806,38.619,0.000,7,0.000,40.828,1.792,1.400,0.000,0.000,C,-
jonesa2,Aaron Jones,RB,MIN,124.247,121,0.000,0.000,0.000,0.000,0.000,140.187,567.863,2.320,38.084,273.455,1.404,6,0.000,28.450,12.576,1.271,0.000,0.000,B,-
whiter5,Rachaad White,RB,WAS,124.181,99,0.000,0.000,0.000,0.000,0.000,101.012,478.640,4.212,38.123,257.859,1.220,7,0.000,23.980,11.884,1.121,0.000,0.000,A,-
masonj1,Jordan Mason,RB,MIN,122.742,115,0.000,0.000,0.000,0.000,0.000,141.355,657.525,7.280,14.508,58.598,0.216,6,0.000,32.942,2.767,1.101,0.000,0.000,A,-
speart1,Tyjae Spears,RB,TEN,119.540,140,0.000,0.000,0.000,0.000,0.000,142.353,562.049,3.690,31.341,205.452,1.075,9,0.000,28.159,9.479,1.471,0.000,0.000,C,-
pachei1,Isiah Pacheco,RB,DET,118.277,141,0.000,0.000,0.000,0.000,0.000,158.089,630.728,7.200,8.464,71.550,0.292,6,0.000,31.599,3.273,1.135,0.000,0.000,C,-
robinb1,Brian Robinson,RB,ATL,113.343,162,0.000,0.000,0.000,0.000,0.000,119.665,507.661,7.955,12.313,84.990,0.191,11,0.000,25.434,3.914,0.955,0.000,0.000,A,-
croskj1,Jacory Croskey-Merritt,RB,WAS,99.475,122,0.000,0.000,0.000,0.000,0.000,111.809,562.402,5.070,9.945,73.674,0.244,7,0.000,28.176,3.384,0.989,0.000,0.000,A,-
marksw1,Woody Marks,RB,HOU,98.970,137,0.000,0.000,0.000,0.000,0.000,139.351,458.525,4.104,22.062,163.692,0.371,8,0.000,22.972,7.519,1.132,0.000,0.000,A,-
davisi1,Isaiah Davis,RB,NYJ,97.327,275,0.000,0.000,0.000,0.000,0.000,81.610,446.994,3.844,20.125,178.214,0.420,13,0.000,22.394,8.142,0.841,0.000,0.000,A,-
hillj6,Justice Hill,RB,BAL,96.698,201,0.000,0.000,0.000,0.000,0.000,32.669,184.028,2.079,39.117,334.827,2.220,13,0.000,9.220,15.312,0.540,0.000,0.000,B,-
johnst1,Ty Johnson,RB,BUF,96.566,269,0.000,0.000,0.000,0.000,0.000,89.640,362.894,3.068,23.772,219.417,1.469,7,0.000,18.181,10.013,0.773,0.000,0.000,A,-
perins1,Samaje Perine,RB,CIN,92.321,260,0.000,0.000,0.000,0.000,0.000,95.113,437.910,3.038,22.495,114.493,1.408,6,0.000,21.939,5.340,0.843,0.000,0.000,A,-
tracyt1,Tyrone Tracy,RB,NYG,91.688,133,0.000,0.000,0.000,0.000,0.000,138.688,578.111,1.995,16.462,94.092,0.923,8,0.000,28.963,4.365,1.270,0.000,0.000,A,-
allget1,Tyler Allgeier,RB,ARI,85.740,146,0.000,0.000,0.000,0.000,0.000,127.468,541.296,2.688,16.124,73.358,0.237,14,0.000,27.119,3.441,1.337,0.000,0.000,A,-
wilsoe1,Emanuel Wilson,RB,SEA,83.327,204,0.000,0.000,0.000,0.000,0.000,89.105,385.542,3.186,16.450,141.155,0.683,11,0.000,19.316,6.455,0.782,0.000,0.000,A,-
smithb3,Brashard Smith,RB,KC,82.879,,0.000,0.000,0.000,0.000,0.000,39.489,110.928,1.264,48.188,346.265,1.020,5,0.000,5.557,15.924,0.638,0.000,0.000,A,-
kamara1,Alvin Kamara,RB,NO,81.588,147,0.000,0.000,0.000,0.000,0.000,117.664,382.560,2.544,20.850,150.096,0.609,8,0.000,19.166,6.902,1.021,0.000,0.000,B,-
davisr7,Ray Davis,RB,BUF,80.749,182,0.000,0.000,0.000,0.000,0.000,89.127,427.697,2.596,10.188,99.735,1.335,7,0.000,21.428,4.544,0.675,0.000,0.000,B,-
vidalk1,Kimani Vidal,RB,LAC,72.394,194,0.000,0.000,0.000,0.000,0.000,78.754,301.800,1.278,19.938,190.022,1.052,7,0.000,15.120,8.664,0.737,0.000,0.000,C,-
gidded1,DJ Giddens,RB,IND,72.393,271,0.000,0.000,0.000,0.000,0.000,92.747,353.760,4.477,10.542,56.877,0.000,13,0.000,17.723,2.646,0.803,0.000,0.000,C,-
sampsd2,Dylan Sampson,RB,CLE,72.314,177,0.000,0.000,0.000,0.000,0.000,84.527,251.184,0.383,26.891,223.943,1.672,11,0.000,12.584,10.250,0.974,0.000,0.000,A,-
blackk1,Kaelon Black,RB,SF,70.909,210,0.000,0.000,0.000,0.000,0.000,90.412,329.374,2.282,18.710,113.983,0.710,8,0.000,16.502,5.274,0.734,0.000,0.000,C,-
colemj1,Jonah Coleman,RB,DEN,68.697,175,0.000,0.000,0.000,0.000,0.000,62.570,232.174,2.262,19.055,150.552,1.310,10,0.000,11.632,6.902,0.535,0.000,0.000,C,-
bigsbt1,Tank Bigsby,RB,PHI,68.514,157,0.000,0.000,0.000,0.000,0.000,84.059,468.118,3.185,3.135,16.738,0.000,10,0.000,23.453,0.779,0.649,0.000,0.000,B,-
charbz1,Zach Charbonnet,RB,SEA,68.407,143,0.000,0.000,0.000,0.000,0.000,84.168,364.123,3.009,9.870,80.660,0.273,11,0.000,18.243,3.694,0.698,0.000,0.000,A,+
tuckes1,Sean Tucker,RB,TB,66.605,193,0.000,0.000,0.000,0.000,0.000,66.581,247.938,4.456,9.203,78.652,0.526,10,0.000,12.422,3.597,0.548,0.000,0.000,A,-
allenb2,Braelon Allen,RB,NYJ,65.120,167,0.000,0.000,0.000,0.000,0.000,78.998,332.868,3.224,8.050,79.206,0.210,13,0.000,16.677,3.609,0.716,0.000,0.000,B,-
alir1,Rasheen Ali,RB,BAL,64.497,,0.000,0.000,0.000,0.000,0.000,79.526,297.276,2.002,10.532,93.008,1.480,13,0.000,14.894,4.250,0.689,0.000,0.000,C,-
wrighj4,Jaylen Wright,RB,MIA,63.262,212,0.000,0.000,0.000,0.000,0.000,111.040,435.366,1.155,8.308,81.193,0.279,6,0.000,21.812,3.700,1.152,0.000,0.000,C,-
washim3,Mike Washington Jr.,RB,LV,61.729,197,0.000,0.000,0.000,0.000,0.000,96.596,338.060,1.330,15.835,104.850,0.400,13,0.000,16.937,4.836,0.860,0.000,0.000,C,-
scottz1,Zavier Scott,RB,MIN,59.350,,0.000,0.000,0.000,0.000,0.000,65.919,229.138,2.400,12.695,97.663,1.080,6,0.000,11.480,4.481,0.558,0.000,0.000,C,-
holang1,George Holani,RB,SEA,58.153,203,0.000,0.000,0.000,0.000,0.000,88.796,321.285,3.098,6.580,40.330,0.137,11,0.000,16.096,1.866,0.709,0.000,0.000,C,-
