"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"34","Kenny Pickett","CLE","QB","15692","weighted",1252.99939722725,997.401016480728,9.23176612417119,11.5203812053166,6.64725738396624,6.78752676241349,71.6522001205546,84.809912026825,0.849969861362266,0.946660068087491,1.81971066907776,1.79461468024554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-06,2022,"Q","Hamstring",2025,0
"35","Spencer Rattler","NO","QB","16586","weighted",1160.34152652005,687.376505322034,7.32846054333765,5.53411915118573,4.98352738249245,3.74765992504508,135.463130659767,84.6848227449166,0.539327296248383,0.768983961282793,2.22546356188012,0.883192517917495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-28,2024,NA,NA,NA,NA
"36","Daniel Jones","IND","QB","14059","weighted",1360.85769728331,696.076532849189,7.33527382492454,3.47856385801755,4.53354894351013,1.71625250509665,165.396722725313,83.1461838610786,1.5119879258301,0.770048606236882,1.6394674428633,0.703174010555413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"37","Deshaun Watson","CLE","QB","13113","weighted",1581.3196347032,1139.85613127271,14.8954337899543,16.8998520703585,12.7506849315068,15.2735064736294,134.027397260274,146.371103705615,0.547488584474886,0.777817459305202,4.94246575342466,2.33345237791561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-09-14,2017,"O","Achilles",2025,0
"38","Jaxson Dart","NYG","QB","17032","weighted",770.471540726202,669.619260503782,4.95475956820412,4.17892456636334,3.03410206084396,2.70706649977921,55.9641805691855,64.9189643180135,0.726447497546614,0.760336131880394,0.543940137389598,0.32907462075624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-05-13,2025,NA,NA,NA,NA
"39","Shedeur Sanders","CLE","QB","17031","weighted",649.18326865028,595.554074950245,3.19995687796464,3.01451296789481,2.59551530832255,2.62412197717911,29.7589478223372,26.1057246762823,0.439994172489682,0.507143629210294,0.383602846054334,0.33737556769003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-07,2025,NA,NA,NA,NA
"40","Dillon Gabriel","CLE","QB","17037","weighted",576.456820412169,557.938443865825,2.91594700686948,2.562192075678,1.85721295387635,1.46351117249878,31.9774288518155,33.0145111399678,0.367444745934255,0.507937005989839,0.39062806673209,0.366682392708926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-28,2025,"Q","Hamstring",2025,0
"41","Aidan O'Connell","LVR","QB","16159","weighted",519.081884057971,351.953982191059,4.15268115942029,3.3203120864806,1.58442028985507,1.36580783958281,15.1217391304348,11.5145551077055,0.118478260869565,0.245644966638,0.908623188405797,0.855452564026439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-09-01,2023,NA,NA,NA,NA
"42","Jameis Winston","NYG","QB","12140","weighted",505.365710942071,279.690895757402,3.62287887653599,2.57154631517247,2.20538326506729,1.48263012700168,21.5792861322411,11.5014694503062,0.104420447896165,0.216100850368951,0.196898771211235,0.180133834027756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-01-06,2015,NA,NA,NA,NA
"43","Will Levis","TEN","QB","16149","weighted",655.456621004566,323.147799002252,6.28493150684931,4.66690475583121,5.43424657534247,4.87903679018718,46.9360730593607,19.7989898732233,0,0,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-06-27,2023,"IR","Shoulder",2025,0
"44","Mason Rudolph","PIT","QB","13595","weighted",393.794616734933,337.890857315295,2.85049736688122,3.2657634820799,1.09584552369807,1.10804324317035,29.4722059684026,27.2465979018263,0.0765359859566998,0.17598614826687,0.433177296664716,0.396294434861063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-07-17,2018,NA,NA,NA,NA
"45","Gardner Minshew","KC","QB","14067","weighted",390.822463768116,252.256366387255,3.26724637681159,3.33847977979045,2.17463768115942,2.59192678764792,18.0782608695652,10.9926163685524,0,0,1.96915458937198,1.0449809828628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"46","Tyrod Taylor","NYJ","QB","10413","weighted",246.985371562317,215.273302208976,2.81655939145699,4.74375584979526,1.31761263897016,1.39476129698071,48.6202457577531,46.426061530142,0.221767115272089,0.464660785729318,0.275658279695728,0.252187367638858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-08-03,2011,"Q","Knee",2025,0
"47","Cooper Rush","BAL","QB","13124","weighted",309.437562437562,252.177378003699,2.99270729270729,3.50427956837572,1.14635364635365,1.25947168856202,22.1248751248751,13.2318632781256,0,0,0.715784215784216,0.260451181087171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
"48","Jake Browning","CIN","QB","14358","weighted",360.965034965035,201.994096399683,3.66903096903097,2.13405705267452,1.14635364635365,1.25947168856202,23.1858141858142,17.2671530333584,0.326673326673327,0.574472060389462,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"49","Davis Mills","HOU","QB","15252","weighted",335.110283159463,272.943217538007,3.875260804769,4.17193000900063,0.974664679582712,1.41421356237309,23.3606557377049,7.77817459305202,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"50","Malik Willis","GB","QB","15694","weighted",291.246928028087,134.283011799621,2.29678174370977,1.49738880150387,0.634347571679345,0.619298225505539,45.1503803393798,22.8025415002132,0.414277355178467,0.550965321440632,1.18139262726741,1.08080300416654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-05-25,2022,NA,NA,NA,NA
