source,block,path,arm,complete,failure_reason,salary_spend,cap_legal,position_legal,top_n_legal,roster
predicted,2,10,baseline,True,,274.0,True,True,True,Brian Thomas Jr. | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | George Pickens | J.K. Dobbins | Jonathan Taylor | Jordan Love | Josh Downs | Rhamondre Stevenson | Tony Pollard | TreVeyon Henderson
predicted,2,11,baseline,True,,269.0,True,True,True,Christian Watson | D'Andre Swift | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Quentin Johnston | Rhamondre Stevenson | Rico Dowdle | Wan'Dale Robinson
predicted,2,12,baseline,True,,292.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | D'Andre Swift | De'Von Achane | Drake Maye | Emeka Egbuka | Jonathan Taylor | Jordan Addison | Luther Burden III | Rhamondre Stevenson | Tyler Warren | Zay Flowers
predicted,2,13,baseline,True,,261.0,True,True,True,Ashton Jeanty | Carnell Tate | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | J.K. Dobbins | Jameson Williams | Jaylen Waddle | Malik Nabers | Rhamondre Stevenson | TreVeyon Henderson | Tyler Warren
predicted,2,14,baseline,True,,269.0,True,True,True,Alec Pierce | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Jonathon Brooks | Jordan Love | Kenny Gainwell | Kyren Williams | Tony Pollard | Tyler Warren
predicted,2,15,baseline,True,,286.0,True,True,True,Carnell Tate | Christian Watson | Chuba Hubbard | Daniel Jones | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Kyle Pitts | Kyren Williams | RJ Harvey | Rome Odunze | TreVeyon Henderson
predicted,2,16,baseline,True,,265.0,True,True,True,Breece Hall | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Quentin Johnston | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | Sam Darnold | Wan'Dale Robinson
predicted,2,17,baseline,True,,274.0,True,True,True,Brian Thomas Jr. | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jordan Addison | Kyren Williams | Ladd McConkey | RJ Harvey | Rhamondre Stevenson | Sam Darnold | TreVeyon Henderson
predicted,2,18,baseline,True,,262.0,True,True,True,Bhayshul Tuten | C.J. Stroud | Carnell Tate | Christian Watson | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Luther Burden III | Rico Dowdle | TreVeyon Henderson | Tyler Warren
predicted,2,19,baseline,True,,291.0,True,True,True,Christian Watson | DK Metcalf | Daniel Jones | De'Von Achane | Drake Maye | Garrett Wilson | Jahmyr Gibbs | Jameson Williams | Jonathon Brooks | Luther Burden III | Rhamondre Stevenson | Tony Pollard | Tyler Warren
predicted,2,20,baseline,True,,269.0,True,True,True,Bhayshul Tuten | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jordan Love | Mike Evans | Rhamondre Stevenson | Rome Odunze | Tony Pollard
predicted,2,21,baseline,False,market_slots,268.0,True,False,True,Blake Corum | C.J. Stroud | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Marvin Harrison Jr. | Michael Wilson | Rico Dowdle | Zay Flowers
predicted,2,22,baseline,True,,278.0,True,True,True,Carnell Tate | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Jordan Mason | Kyren Williams | Marvin Harrison Jr. | Michael Wilson | Tony Pollard | TreVeyon Henderson
predicted,2,23,baseline,True,,260.0,True,True,True,Brian Thomas Jr. | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | J.K. Dobbins | Jacory Croskey-Merritt | Jahmyr Gibbs | Josh Downs | Kyren Williams | Luther Burden III | Tony Pollard
predicted,2,24,baseline,True,,278.0,True,True,True,Christian Watson | D'Andre Swift | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Jonathan Taylor | Jordan Addison | Kyren Williams | Marvin Harrison Jr. | TreVeyon Henderson
predicted,2,25,baseline,True,,287.0,True,True,True,Cam Ward | Christian Watson | DK Metcalf | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Kyren Williams | Luther Burden III | Parker Washington | Rachaad White | Tony Pollard | Tyler Warren
predicted,2,26,baseline,True,,271.0,True,True,True,Bhayshul Tuten | Blake Corum | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Kyren Williams | Parker Washington | Quentin Johnston | Rhamondre Stevenson
predicted,2,27,baseline,True,,285.0,True,True,True,Christian McCaffrey | Daniel Jones | De'Von Achane | Drake Maye | George Pickens | Jacory Croskey-Merritt | Jaylen Warren | Jonathon Brooks | Ladd McConkey | Luther Burden III | Rome Odunze | Tony Pollard | Tyler Warren
predicted,2,28,baseline,True,,260.0,True,True,True,Baker Mayfield | DK Metcalf | David Montgomery | De'Von Achane | Drake Maye | George Kittle | J.K. Dobbins | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Josh Downs | Kyren Williams | Marvin Harrison Jr.
predicted,2,29,baseline,True,,272.0,True,True,True,Carnell Tate | D'Andre Swift | DK Metcalf | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Ladd McConkey | Marvin Harrison Jr. | Rhamondre Stevenson
predicted,2,30,baseline,True,,282.0,True,True,True,Christian Watson | David Montgomery | De'Von Achane | Drake Maye | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Jordan Love | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Rhamondre Stevenson | Tony Pollard
predicted,2,31,baseline,True,,253.0,True,True,True,Aaron Rodgers | Alec Pierce | DK Metcalf | David Montgomery | De'Von Achane | Derrick Henry | Drake Maye | Hunter Henry | Jaylen Warren | Jonathon Brooks | Kyren Williams | Ladd McConkey | Malik Nabers
predicted,2,0,shortlist,True,,227.0,True,True,True,Bryce Young | Cam Skattebo | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jonathon Brooks | Josh Downs | Makai Lemon | MarShawn Lloyd | Michael Pittman | Rico Dowdle
predicted,2,1,shortlist,True,,259.0,True,True,True,Aaron Rodgers | Carnell Tate | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Michael Wilson | Quentin Johnston | Tony Pollard
predicted,2,2,shortlist,True,,268.0,True,True,True,Baker Mayfield | Cam Ward | Christian Watson | DJ Moore | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Kyle Monangai | Kyren Williams | Luther Burden III
predicted,2,3,shortlist,True,,245.0,True,True,True,Braelon Allen | C.J. Stroud | Carnell Tate | David Montgomery | De'Von Achane | Drake Maye | J.K. Dobbins | Jameson Williams | Jonathan Taylor | Jordyn Tyson | Kyle Pitts | TreVeyon Henderson | Zay Flowers
predicted,2,4,shortlist,True,,281.0,True,True,True,Baker Mayfield | Christian McCaffrey | Christian Watson | Courtland Sutton | De'Von Achane | Drake Maye | Jameson Williams | Kyren Williams | Luther Burden III | Mike Evans | Rachaad White | Rhamondre Stevenson | Tyler Warren
predicted,2,5,shortlist,True,,292.0,True,True,True,Alec Pierce | Ashton Jeanty | CeeDee Lamb | Christian Watson | Chuba Hubbard | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jakobi Meyers | Jayden Daniels | Jayden Reed | Rico Dowdle
predicted,2,6,shortlist,True,,237.0,True,True,True,Alec Pierce | Christian Watson | Colston Loveland | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Malik Willis | Michael Pittman | Michael Wilson | Tyler Allgeier
predicted,2,7,shortlist,True,,274.0,True,True,True,DK Metcalf | De'Von Achane | Drake Maye | Jahmyr Gibbs | Kyle Pitts | Kyren Williams | Luther Burden III | Makai Lemon | Mike Evans | Rhamondre Stevenson | Sam Darnold | TreVeyon Henderson | Tyler Warren
predicted,2,8,shortlist,True,,287.0,True,True,True,Aaron Rodgers | Breece Hall | Carnell Tate | Christian Watson | Courtland Sutton | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Malik Willis | TreVeyon Henderson | Tyler Warren
predicted,2,9,shortlist,True,,256.0,True,True,True,Courtland Sutton | DK Metcalf | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Luther Burden III | Mike Evans | Tony Pollard
predicted,2,10,shortlist,True,,260.0,True,True,True,Brian Thomas Jr. | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | George Pickens | J.K. Dobbins | Jaylen Waddle | Jonathan Taylor | Jordan Love | Josh Downs | Rhamondre Stevenson | TreVeyon Henderson
predicted,2,11,shortlist,True,,276.0,True,True,True,Baker Mayfield | Christian Watson | D'Andre Swift | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Luther Burden III | Rhamondre Stevenson | Wan'Dale Robinson
predicted,2,12,shortlist,True,,265.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | D'Andre Swift | De'Von Achane | Drake Maye | Jonathan Taylor | Luther Burden III | Quentin Johnston | Rhamondre Stevenson | Terry McLaurin | Tyler Warren | Wan'Dale Robinson
predicted,2,13,shortlist,True,,272.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Chris Olave | D'Andre Swift | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | Jameson Williams | Jaylen Waddle | Luther Burden III | Tyler Warren
predicted,2,14,shortlist,True,,272.0,True,True,True,Alec Pierce | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Kyren Williams | Parker Washington | Rhamondre Stevenson | Tony Pollard
predicted,2,15,shortlist,True,,290.0,True,True,True,Carnell Tate | Christian Watson | Chuba Hubbard | Daniel Jones | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Kyle Pitts | Kyren Williams | RJ Harvey | Rome Odunze | Tony Pollard
predicted,2,16,shortlist,True,,279.0,True,True,True,Baker Mayfield | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Malik Nabers | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | Wan'Dale Robinson
predicted,2,17,shortlist,True,,274.0,True,True,True,Brian Thomas Jr. | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jordan Addison | Kyren Williams | Ladd McConkey | Luther Burden III | Rhamondre Stevenson | Sam Darnold | Samaje Perine | TreVeyon Henderson
predicted,2,18,shortlist,True,,258.0,True,True,True,C.J. Stroud | Cam Ward | Carnell Tate | Christian Watson | Davante Adams | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Luther Burden III | Rico Dowdle | TreVeyon Henderson | Tyler Warren
predicted,2,19,shortlist,True,,280.0,True,True,True,Cam Ward | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | Garrett Wilson | George Kittle | Jahmyr Gibbs | Jameson Williams | Luther Burden III | Rhamondre Stevenson | Rome Odunze | Tony Pollard
predicted,2,20,shortlist,True,,282.0,True,True,True,Bhayshul Tuten | Davante Adams | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jordan Love | Luther Burden III | Mike Evans | Rhamondre Stevenson
predicted,2,21,shortlist,False,market_slots,270.0,True,False,True,Aaron Rodgers | Blake Corum | C.J. Stroud | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Marvin Harrison Jr. | Parker Washington | Zay Flowers
predicted,2,22,shortlist,True,,283.0,True,True,True,De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Jordan Mason | Kyren Williams | Malachi Fields | Marvin Harrison Jr. | Michael Wilson | Rome Odunze | TreVeyon Henderson
predicted,2,23,shortlist,True,,270.0,True,True,True,Baker Mayfield | Brian Thomas Jr. | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Josh Downs | Kyren Williams | Luther Burden III | Tony Pollard
predicted,2,24,shortlist,True,,249.0,True,True,True,C.J. Stroud | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Jaylen Warren | Jonathan Taylor | Kyren Williams | Marvin Harrison Jr. | Rome Odunze | TreVeyon Henderson
predicted,2,25,shortlist,True,,274.0,True,True,True,Cam Ward | Christian Watson | Cyrus Allen | DK Metcalf | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Kyren Williams | Luther Burden III | Parker Washington | Rachaad White | Tyler Warren
predicted,2,26,shortlist,True,,282.0,True,True,True,Blake Corum | Courtland Sutton | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Terry McLaurin | Tony Pollard
predicted,2,27,shortlist,True,,292.0,True,True,True,Bhayshul Tuten | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Pickens | Jonathon Brooks | Ladd McConkey | Luther Burden III | Rome Odunze | Tony Pollard | Tyler Warren
predicted,2,28,shortlist,True,,277.0,True,True,True,Alec Pierce | Baker Mayfield | DK Metcalf | De'Von Achane | Drake Maye | J.K. Dobbins | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Kyler Murray | Kyren Williams | Marvin Harrison Jr. | Tyler Warren
predicted,2,29,shortlist,True,,267.0,True,True,True,Calvin Ridley | Carnell Tate | D'Andre Swift | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaylen Waddle | Kyren Williams | Marvin Harrison Jr. | Rhamondre Stevenson
predicted,2,30,shortlist,True,,284.0,True,True,True,Baker Mayfield | Christian Watson | De'Von Achane | Drake Maye | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Jordan Love | Kyren Williams | Ladd McConkey | Marvin Harrison Jr. | Rhamondre Stevenson | Tony Pollard
predicted,2,31,shortlist,True,,257.0,True,True,True,Aaron Rodgers | Alec Pierce | David Montgomery | De'Von Achane | Derrick Henry | Drake Maye | Hunter Henry | Jaylen Warren | Jonathon Brooks | Kyren Williams | Ladd McConkey | Malik Nabers | Mike Evans
predicted,2,0,full_exact,True,,227.0,True,True,True,Bryce Young | Cam Skattebo | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jonathon Brooks | Josh Downs | Makai Lemon | MarShawn Lloyd | Michael Pittman | Rico Dowdle
predicted,2,1,full_exact,True,,259.0,True,True,True,Aaron Rodgers | Carnell Tate | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Michael Wilson | Quentin Johnston | Tony Pollard
predicted,2,2,full_exact,True,,268.0,True,True,True,Baker Mayfield | Cam Ward | Christian Watson | DJ Moore | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Kyle Monangai | Kyren Williams | Luther Burden III
predicted,2,3,full_exact,True,,245.0,True,True,True,Braelon Allen | C.J. Stroud | Carnell Tate | David Montgomery | De'Von Achane | Drake Maye | J.K. Dobbins | Jameson Williams | Jonathan Taylor | Jordyn Tyson | Kyle Pitts | TreVeyon Henderson | Zay Flowers
predicted,2,4,full_exact,True,,281.0,True,True,True,Baker Mayfield | Christian McCaffrey | Christian Watson | Courtland Sutton | De'Von Achane | Drake Maye | Jameson Williams | Kyren Williams | Luther Burden III | Mike Evans | Rachaad White | Rhamondre Stevenson | Tyler Warren
predicted,2,5,full_exact,True,,292.0,True,True,True,Alec Pierce | Ashton Jeanty | CeeDee Lamb | Christian Watson | Chuba Hubbard | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jakobi Meyers | Jayden Daniels | Jayden Reed | Rico Dowdle
predicted,2,6,full_exact,True,,237.0,True,True,True,Alec Pierce | Christian Watson | Colston Loveland | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Malik Willis | Michael Pittman | Michael Wilson | Tyler Allgeier
predicted,2,7,full_exact,True,,274.0,True,True,True,DK Metcalf | De'Von Achane | Drake Maye | Jahmyr Gibbs | Kyle Pitts | Kyren Williams | Luther Burden III | Makai Lemon | Mike Evans | Rhamondre Stevenson | Sam Darnold | TreVeyon Henderson | Tyler Warren
predicted,2,8,full_exact,True,,287.0,True,True,True,Aaron Rodgers | Breece Hall | Carnell Tate | Christian Watson | Courtland Sutton | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Malik Willis | TreVeyon Henderson | Tyler Warren
predicted,2,9,full_exact,True,,256.0,True,True,True,Courtland Sutton | DK Metcalf | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Luther Burden III | Mike Evans | Tony Pollard
predicted,2,10,full_exact,True,,260.0,True,True,True,Brian Thomas Jr. | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | George Pickens | J.K. Dobbins | Jaylen Waddle | Jonathan Taylor | Jordan Love | Josh Downs | Rhamondre Stevenson | TreVeyon Henderson
predicted,2,11,full_exact,True,,276.0,True,True,True,Baker Mayfield | Christian Watson | D'Andre Swift | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Luther Burden III | Rhamondre Stevenson | Wan'Dale Robinson
predicted,2,12,full_exact,True,,265.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | D'Andre Swift | De'Von Achane | Drake Maye | Jonathan Taylor | Luther Burden III | Quentin Johnston | Rhamondre Stevenson | Terry McLaurin | Tyler Warren | Wan'Dale Robinson
predicted,2,13,full_exact,True,,272.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Chris Olave | D'Andre Swift | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | Jameson Williams | Jaylen Waddle | Luther Burden III | Tyler Warren
predicted,2,14,full_exact,True,,272.0,True,True,True,Alec Pierce | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Kyren Williams | Parker Washington | Rhamondre Stevenson | Tony Pollard
predicted,2,15,full_exact,True,,290.0,True,True,True,Carnell Tate | Christian Watson | Chuba Hubbard | Daniel Jones | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Kyle Pitts | Kyren Williams | RJ Harvey | Rome Odunze | Tony Pollard
predicted,2,16,full_exact,True,,279.0,True,True,True,Baker Mayfield | Daniel Jones | David Montgomery | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Malik Nabers | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | Wan'Dale Robinson
predicted,2,17,full_exact,True,,274.0,True,True,True,Brian Thomas Jr. | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jordan Addison | Kyren Williams | Ladd McConkey | Luther Burden III | Rhamondre Stevenson | Sam Darnold | Samaje Perine | TreVeyon Henderson
predicted,2,18,full_exact,True,,258.0,True,True,True,C.J. Stroud | Cam Ward | Carnell Tate | Christian Watson | Davante Adams | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | Luther Burden III | Rico Dowdle | TreVeyon Henderson | Tyler Warren
predicted,2,19,full_exact,True,,280.0,True,True,True,Cam Ward | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | Garrett Wilson | George Kittle | Jahmyr Gibbs | Jameson Williams | Luther Burden III | Rhamondre Stevenson | Rome Odunze | Tony Pollard
predicted,2,20,full_exact,True,,282.0,True,True,True,Bhayshul Tuten | Davante Adams | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jordan Love | Luther Burden III | Mike Evans | Rhamondre Stevenson
predicted,2,21,full_exact,False,market_slots,270.0,True,False,True,Aaron Rodgers | Blake Corum | C.J. Stroud | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Marvin Harrison Jr. | Parker Washington | Zay Flowers
predicted,2,22,full_exact,True,,283.0,True,True,True,De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Love | Jordan Mason | Kyren Williams | Malachi Fields | Marvin Harrison Jr. | Michael Wilson | Rome Odunze | TreVeyon Henderson
predicted,2,23,full_exact,True,,270.0,True,True,True,Baker Mayfield | Brian Thomas Jr. | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Josh Downs | Kyren Williams | Luther Burden III | Tony Pollard
predicted,2,24,full_exact,True,,249.0,True,True,True,C.J. Stroud | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Jaylen Warren | Jonathan Taylor | Kyren Williams | Marvin Harrison Jr. | Rome Odunze | TreVeyon Henderson
predicted,2,25,full_exact,True,,274.0,True,True,True,Cam Ward | Christian Watson | Cyrus Allen | DK Metcalf | David Montgomery | De'Von Achane | Drake Maye | Jahmyr Gibbs | Kyren Williams | Luther Burden III | Parker Washington | Rachaad White | Tyler Warren
predicted,2,26,full_exact,True,,282.0,True,True,True,Blake Corum | Courtland Sutton | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Terry McLaurin | Tony Pollard
predicted,2,27,full_exact,True,,292.0,True,True,True,Bhayshul Tuten | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Pickens | Jonathon Brooks | Ladd McConkey | Luther Burden III | Rome Odunze | Tony Pollard | Tyler Warren
predicted,2,28,full_exact,True,,277.0,True,True,True,Alec Pierce | Baker Mayfield | DK Metcalf | De'Von Achane | Drake Maye | J.K. Dobbins | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Kyler Murray | Kyren Williams | Marvin Harrison Jr. | Tyler Warren
predicted,2,29,full_exact,True,,267.0,True,True,True,Calvin Ridley | Carnell Tate | D'Andre Swift | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaylen Waddle | Kyren Williams | Marvin Harrison Jr. | Rhamondre Stevenson
predicted,2,30,full_exact,True,,284.0,True,True,True,Baker Mayfield | Christian Watson | De'Von Achane | Drake Maye | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Jordan Love | Kyren Williams | Ladd McConkey | Marvin Harrison Jr. | Rhamondre Stevenson | Tony Pollard
predicted,2,31,full_exact,True,,257.0,True,True,True,Aaron Rodgers | Alec Pierce | David Montgomery | De'Von Achane | Derrick Henry | Drake Maye | Hunter Henry | Jaylen Warren | Jonathon Brooks | Kyren Williams | Ladd McConkey | Malik Nabers | Mike Evans
