Full Name,Position,BMI,Height (Inches),Weight,Age,Hand Size,Arm Length,20-Yard Shuttle,Athleticism Score,Catch Radius,Height-adjusted Speed Score,Bench Press,3-Cone Drill,40-Yard Dash,Broad Jump,SPARQ-x,Vertical Jump,Burst Score,Agility Score,College YPR,College Dominator Rating,Breakout Year,Breakout Age
Eli Rogers,WR,25.80,70.00,180 lbs,25.60,9.25,29.88,4.10,92.10,9.91,75.80,19.00,6.71,4.62,117.00,109.90,34.50,117.20,10.81,11.70,0.15,2011.00,18.70
Emmanuel Sanders,WR,25.10,71.00,180 lbs,31.40,9.25,32.00,4.10,98.50,10.29,92.60,12.00,6.64,4.41,126.00,114.20,39.50,130.20,10.74,13.70,0.34,2006.00,19.50
Emory Blake,WR,26.60,72.00,196 lbs,27.10,9.50,32.75,4.26,97.90,10.00,81.30,-,7.00,4.67,120.00,-,36.50,122.10,11.26,15.80,0.42,2010.00,19.10
Equanimeous St. Brown,WR,25.40,77.00,214 lbs,21.90,9.75,33.00,-,-,-,112.10,20.00,-,4.48,-,-,34.50,-,-,16.10,0.25,2016.00,19.90
Eric Decker,WR,26.90,75.00,215 lbs,31.40,9.13,31.00,-,-,-,98.70,15.00,-,4.60,-,-,-,-,-,15.20,0.45,2007.00,20.50
Eric Page,WR,25.80,70.00,180 lbs,26.90,9.00,29.00,3.98,89.70,9.72,77.10,15.00,6.95,4.60,112.00,103.60,30.00,107.00,10.93,9.50,0.35,2009.00,18.00
Eric Rogers,WR,26.20,75.00,210 lbs,27.50,9.38,33.88,4.20,105.00,10.21,100.70,9.00,7.08,4.55,121.00,102.30,37.00,123.40,11.28,14.30,0.46,2009.00,18.60
Eric Ward,WR,27.80,72.00,205 lbs,28.00,9.25,31.38,4.44,96.10,9.71,82.20,13.00,7.04,4.71,110.00,87.90,32.50,110.30,11.48,11.40,0.24,2011.00,21.10
Eric Weems,WR,28.80,69.00,195 lbs,33.10,-,-,-,-,-,84.50,-,-,4.57,-,-,-,-,-,13.30,0.43,2004.00,19.20
Evan Spencer,WR,27.40,73.00,208 lbs,25.20,10.13,31.88,4.29,102.60,9.99,101.40,20.00,7.03,4.50,124.00,114.90,35.00,121.50,11.32,9.90,0.07,2013.00,20.30
Ezell Ruffin,WR,29.60,72.00,218 lbs,26.40,8.75,31.13,4.58,96.40,9.40,89.60,17.00,7.35,4.68,110.00,87.10,27.50,101.80,11.93,16.40,0.36,2013.00,21.50
Francis Owusu,WR,28.40,74.00,221 lbs,23.60,9.00,32.00,4.13,109.70,10.27,119.50,12.00,7.07,4.40,127.00,119.20,39.00,129.80,11.20,14.10,0.11,-,-
Frankie Hammond,WR,24.30,73.00,184 lbs,28.50,9.25,31.50,4.21,96.60,10.05,90.50,14.00,6.57,4.49,121.00,102.40,33.00,116.60,10.78,13.50,0.19,-,-
Fred Brown,WR,26.30,73.00,199 lbs,24.70,9.25,32.50,4.32,100.80,10.11,94.50,13.00,6.82,4.53,118.00,102.70,37.00,121.90,11.14,15.30,0.10,-,-
Fred Ross,WR,28.10,73.00,213 lbs,23.20,9.25,31.25,4.28,102.30,9.98,103.00,10.00,6.99,4.51,113.00,100.50,35.00,116.00,11.27,12.70,0.42,2016.00,21.30
Freddie Martino,WR,26.40,72.00,195 lbs,26.90,9.00,30.38,4.36,97.10,9.91,90.50,13.00,6.59,4.54,115.00,96.30,33.50,114.50,10.95,11.50,0.51,2010.00,19.00
Gabe Marks,WR,26.40,71.00,189 lbs,24.00,8.75,30.38,4.20,93.20,9.69,85.00,11.00,7.01,4.56,117.00,92.20,29.50,108.70,11.21,10.80,0.28,2015.00,21.10
Garrett Johnson,WR,24.20,70.00,169 lbs,-,8.75,30.38,4.26,91.50,10.05,75.60,12.00,6.81,4.55,118.00,101.40,40.00,127.00,11.07,13.10,0.24,2015.00,-
Garry Brown,WR,27.90,72.00,206 lbs,24.00,9.00,33.00,4.34,102.10,10.05,88.40,21.00,6.81,4.63,126.00,112.00,37.00,125.90,11.15,16.20,0.49,2014.00,20.10
Gavin Lutman,WR,24.50,76.00,201 lbs,27.40,10.00,31.25,4.20,103.30,10.24,97.60,9.00,6.65,4.55,126.00,100.30,36.50,125.10,10.85,17.10,0.34,2013.00,22.50
Gehrig Dieter,WR,26.70,74.00,208 lbs,25.50,9.50,31.50,4.33,99.70,9.83,93.40,15.00,7.20,4.61,119.00,98.20,32.50,114.80,11.53,12.60,0.16,2015.00,22.50
Geraldo Boldewijn,WR,26.90,75.00,215 lbs,27.50,9.50,34.13,4.19,105.70,10.14,97.80,18.00,6.88,4.61,127.00,110.10,34.00,121.30,11.07,13.50,0.12,-,-
Geremy Davis,WR,27.70,74.00,216 lbs,26.60,9.50,32.25,4.18,106.30,10.17,104.90,23.00,6.86,4.52,124.00,125.90,36.50,124.10,11.04,11.80,0.28,2012.00,20.70
Geronimo Allison,WR,24.50,75.00,196 lbs,24.60,9.50,32.88,4.28,97.90,9.88,84.70,-,7.40,4.67,127.00,-,33.00,119.60,11.68,13.60,0.25,2014.00,20.60
Gerrard Sheppard,WR,27.10,74.00,211 lbs,27.70,-,-,4.41,104.10,10.00,111.10,15.00,7.22,4.43,121.00,107.40,35.50,120.90,11.63,10.30,0.15,-,-
Golden Tate,WR,29.00,70.00,202 lbs,30.00,9.25,30.50,4.34,99.10,9.82,101.50,17.00,7.12,4.42,120.00,111.00,35.00,119.50,11.46,16.10,0.44,2008.00,20.10
Greg Hardin,WR,24.50,70.00,171 lbs,27.90,8.25,31.25,4.41,90.50,9.81,80.70,12.00,6.82,4.49,116.00,91.90,33.50,115.00,11.23,17.20,0.38,2010.00,20.00
Greg Jenkins,WR,27.40,73.00,208 lbs,29.00,9.50,32.13,4.25,96.50,9.70,80.40,15.00,7.16,4.77,113.00,92.20,30.00,107.50,11.41,-,-,-,-
Greg Jennings,WR,27.60,71.00,198 lbs,34.90,9.00,30.00,4.18,99.90,10.06,100.90,-,6.69,4.42,117.00,-,36.50,120.60,10.87,12.80,0.47,2005.00,22.00
Greg Little,WR,28.20,74.00,220 lbs,29.20,9.13,33.25,4.21,109.80,10.35,105.90,27.00,6.80,4.53,129.00,137.90,40.50,133.40,11.01,11.70,0.11,2009.00,20.30
Greg Salas,WR,27.70,73.00,210 lbs,30.00,9.25,32.00,4.10,104.10,10.21,97.10,15.00,6.65,4.56,120.00,113.50,37.00,122.90,10.75,15.90,0.34,2009.00,21.00
Greg Ward,WR,25.90,71.00,186 lbs,23.10,9.88,31.13,4.31,93.40,9.85,78.10,10.00,6.90,4.64,115.00,89.70,34.50,116.20,11.21,9.30,0.05,-,-
Griff Whalen,WR,24.40,73.00,185 lbs,28.40,-,-,4.06,95.60,10.13,82.60,15.00,6.89,4.60,110.00,109.00,36.50,117.10,10.95,13.40,0.16,-,-
Hakeem Nicks,WR,27.40,73.00,208 lbs,30.60,10.50,33.50,4.43,101.80,10.00,90.50,-,6.96,4.63,121.00,-,36.00,121.90,11.39,18.00,0.52,2006.00,18.60
Harry Douglas,WR,25.40,71.00,182 lbs,33.90,7.75,31.13,4.12,94.20,9.93,85.60,11.00,6.57,4.51,120.00,97.80,31.00,112.70,10.69,16.30,0.30,2006.00,22.00
Hunter Sharp,WR,27.60,71.00,198 lbs,24.30,9.38,31.63,4.19,96.50,9.81,87.50,12.00,7.12,4.58,116.00,98.10,32.50,113.30,11.31,11.80,0.44,2014.00,20.40
Isaac Whitney,WR,26.20,74.00,204 lbs,24.10,8.75,32.13,4.45,103.70,10.05,111.40,12.00,7.04,4.39,126.00,103.30,36.00,124.20,11.49,12.30,0.03,-,-
Isaiah Burse,WR,27.00,70.00,188 lbs,26.70,8.38,30.25,3.94,93.70,9.87,81.90,16.00,6.74,4.58,115.00,110.00,31.00,110.20,10.68,10.30,0.17,-,-
Isaiah Ford,WR,25.60,73.00,194 lbs,22.50,9.25,32.63,4.34,98.80,10.00,85.90,14.00,6.94,4.61,127.00,97.80,35.50,123.90,11.28,14.70,0.36,2014.00,18.60
Isaiah McKenzie,WR,27.10,67.00,173 lbs,23.30,8.88,28.88,4.15,91.60,9.89,83.20,11.00,6.64,4.42,123.00,105.40,36.00,122.70,10.79,14.40,0.35,2016.00,21.40
Ishmael Adams,WR,28.30,68.00,186 lbs,24.50,9.00,29.75,4.25,89.30,9.46,80.90,15.00,7.03,4.55,111.00,93.30,27.00,101.40,11.28,8.90,0.03,-,-
Ishmael Zamora,WR,27.30,76.00,224 lbs,22.70,8.38,33.00,4.11,109.00,10.26,106.00,13.00,7.10,4.58,125.00,112.10,37.50,126.30,11.21,12.80,0.30,2016.00,20.80
Issac Blakeney,WR,26.00,78.00,225 lbs,25.70,10.88,33.63,4.26,109.60,10.27,101.10,17.00,6.89,4.67,129.00,108.30,36.50,126.60,11.15,11.90,0.25,2014.00,21.80
J'Mon Moore,WR,25.90,75.00,207 lbs,23.20,9.38,32.88,4.04,105.00,10.38,95.00,21.00,6.56,4.60,120.00,124.70,38.00,124.60,10.60,16.50,0.28,2015.00,20.30
J.J. Nelson,WR,22.40,70.00,156 lbs,26.30,8.25,31.13,4.15,90.30,10.03,89.20,-,7.02,4.28,127.00,-,36.00,124.70,11.17,18.70,0.24,2013.00,21.40
Ja-Mes Logan,WR,24.60,74.00,192 lbs,28.90,8.63,31.25,4.00,95.40,9.99,77.10,14.00,6.76,4.74,115.00,100.50,32.00,111.90,10.76,13.30,0.15,-,-
Jace Billingsley,WR,29.20,68.00,192 lbs,25.20,9.00,28.75,4.10,94.50,9.82,84.90,24.00,6.88,4.53,116.00,125.50,35.50,118.40,10.98,9.40,0.31,2012.00,19.30
Jace Davis,WR,27.20,73.00,206 lbs,27.00,9.13,30.00,4.28,100.90,9.96,100.50,18.00,6.88,4.50,118.00,111.50,35.00,118.50,11.16,17.00,0.36,2010.00,19.00
Jacoby Ford,WR,27.30,69.00,185 lbs,31.00,9.25,30.50,4.44,94.90,9.78,104.20,15.00,7.00,4.28,115.00,107.90,33.50,114.50,11.44,13.90,0.28,2008.00,21.10
Jacoby Jones,WR,27.50,75.00,220 lbs,34.10,7.50,-,4.31,107.00,10.05,110.20,-,7.03,4.50,129.00,-,34.00,122.30,11.34,-,-,-,-
Jaelen Strong,WR,27.90,74.00,217 lbs,24.50,9.00,32.50,4.19,108.40,10.29,113.20,17.00,7.33,4.44,123.00,125.50,42.00,132.90,11.52,14.20,0.31,2013.00,19.60
Jake Kumerow,WR,24.70,77.00,208 lbs,26.50,9.50,31.88,4.26,101.30,10.00,99.70,15.00,6.90,4.58,113.00,99.70,31.00,109.20,11.16,17.10,0.41,2013.00,21.60
Jake Lampman,WR,27.90,71.00,200 lbs,25.20,-,-,4.35,100.80,10.07,93.20,27.00,6.76,4.52,122.00,129.10,39.00,127.30,11.11,16.10,0.26,2012.00,19.20
Jake Wieneke,WR,26.90,76.00,221 lbs,23.90,9.88,33.00,4.37,103.60,9.96,96.70,9.00,7.24,4.67,114.00,90.40,34.00,114.80,11.61,17.00,0.42,2014.00,20.00
Jakeem Grant,WR,26.60,66.00,165 lbs,25.80,8.63,29.75,4.03,88.40,9.86,78.20,15.00,7.03,4.42,117.00,114.90,36.50,120.60,11.06,14.10,0.25,2015.00,22.90
Jaleel Scott,WR,25.80,77.00,218 lbs,23.50,10.50,33.50,4.40,106.30,10.07,106.40,16.00,7.20,4.56,124.00,103.40,34.50,120.70,11.60,14.20,0.28,2017.00,22.50
Jalen Robinette,WR,27.50,75.00,220 lbs,24.50,10.88,32.38,4.46,103.80,9.91,99.20,13.00,6.77,4.62,120.00,91.60,31.50,113.60,11.23,27.40,0.49,2013.00,19.60
Jalen Saunders,WR,24.40,69.00,165 lbs,25.90,8.88,30.00,4.42,88.10,9.65,80.30,-,7.29,4.44,122.00,-,34.00,118.80,11.71,12.00,0.34,2011.00,18.90
Jalen Williams,WR,26.80,74.00,209 lbs,-,9.38,31.00,-,-,-,94.60,14.00,-,4.60,119.00,-,40.50,128.40,-,19.30,0.21,2016.00,-
Jalin Marshall,WR,28.70,70.00,200 lbs,23.10,9.63,31.50,4.13,99.80,10.04,85.70,16.00,6.80,4.60,125.00,111.60,37.50,126.30,10.93,13.30,0.25,2015.00,20.10
Jamaal Jones,WR,25.60,72.00,189 lbs,25.50,9.00,30.63,4.50,94.40,9.74,80.40,18.00,7.31,4.64,122.00,97.90,36.00,122.20,11.81,16.20,0.39,2014.00,21.60
Jamal Robinson,WR,28.00,73.00,212 lbs,25.60,9.13,32.88,4.39,103.50,10.05,98.90,24.00,6.91,4.55,118.00,119.30,36.50,121.10,11.30,15.30,0.36,2013.00,20.60
Jamari Staples,WR,24.40,75.00,195 lbs,23.90,9.50,33.50,4.41,-,-,96.80,-,-,4.51,130.00,-,36.00,126.20,-,17.20,0.19,2013.00,19.00
James Jones,WR,27.40,73.00,208 lbs,34.40,9.75,32.50,4.20,101.70,9.99,97.90,22.00,7.06,4.54,119.00,118.60,34.00,117.30,11.26,12.80,0.44,2006.00,22.40
James Quick,WR,25.20,72.00,186 lbs,23.80,9.00,30.75,4.39,92.60,9.70,81.90,11.00,7.00,4.60,115.00,85.90,31.00,110.20,11.39,16.50,0.23,2015.00,20.90
James Washington,WR,29.70,71.00,213 lbs,22.30,9.75,32.38,4.32,101.80,9.87,97.50,14.00,7.11,4.54,120.00,103.00,34.50,118.70,11.43,20.20,0.33,2014.00,18.40
James Wright,WR,26.50,73.00,201 lbs,26.60,9.63,32.38,4.32,102.40,10.09,98.00,16.00,7.18,4.50,128.00,110.60,38.50,129.50,11.50,13.40,0.02,-,-
Jamison Crowder,WR,28.10,68.00,185 lbs,25.20,8.75,30.38,4.32,92.50,9.76,79.70,10.00,7.17,4.56,115.00,95.30,37.00,120.40,11.49,12.30,0.33,2012.00,19.20
Jared Abbrederis,WR,25.70,73.00,195 lbs,27.60,9.63,31.38,4.08,97.80,9.95,95.10,4.00,6.80,4.50,117.00,93.10,30.50,110.40,10.88,13.90,0.37,2011.00,20.70
Jared Dangerfield,WR,27.60,74.00,215 lbs,25.00,9.38,32.00,4.32,100.60,9.88,82.80,23.00,6.92,4.79,119.00,107.80,33.50,116.50,11.24,11.10,0.18,-,-
Jared Green,WR,24.80,73.00,188 lbs,29.40,-,-,4.42,98.30,9.97,94.20,3.00,6.96,4.47,129.00,86.80,35.00,124.00,11.38,18.10,0.10,-,-
Jarius Wright,WR,25.80,70.00,180 lbs,28.70,8.50,31.50,4.03,96.10,10.13,90.40,11.00,6.93,4.42,120.00,113.20,38.00,124.60,10.96,16.90,0.40,2011.00,21.80
Jaron Brown,WR,26.30,74.00,205 lbs,28.60,-,31.75,4.07,103.90,10.19,106.00,17.00,6.82,4.45,124.00,119.40,35.20,121.80,10.89,13.10,0.11,-,-
Jarrett Boykin,WR,28.00,74.00,218 lbs,28.80,10.25,32.25,4.28,103.00,9.97,87.60,11.00,7.12,4.74,123.00,95.10,36.00,122.70,11.40,14.30,0.30,2008.00,18.80
Jarvis Landry,WR,28.60,71.00,205 lbs,25.70,10.25,31.75,4.59,93.50,9.38,85.30,12.00,7.56,4.65,110.00,79.90,28.50,103.50,12.15,15.50,0.40,2012.00,19.80
Jason Avant,WR,28.70,72.00,212 lbs,35.30,9.50,32.50,4.19,101.80,10.03,87.90,20.00,7.02,4.67,118.00,114.50,37.00,121.90,11.21,12.30,0.36,2005.00,22.40
Jasper Collins,WR,27.00,70.00,188 lbs,26.70,9.25,29.38,4.07,95.00,9.90,85.60,12.00,6.85,4.53,121.00,105.20,34.50,119.20,10.92,18.40,0.45,2010.00,18.80
Javon Wims,WR,26.90,75.00,215 lbs,23.90,9.25,31.50,-,-,-,104.90,-,7.00,4.53,113.00,-,33.50,113.50,-,16.00,0.28,2017.00,23.00
Javone Lawson,WR,24.10,73.00,183 lbs,28.50,8.25,30.38,4.47,89.90,9.59,73.10,7.00,7.38,4.73,113.00,74.90,32.00,110.90,11.85,15.40,0.28,2011.00,21.60
Javontee Herndon,WR,28.10,72.00,207 lbs,27.00,8.13,31.00,4.34,100.80,9.91,100.50,23.00,6.87,4.49,118.00,117.70,34.00,116.80,11.21,14.10,0.26,2013.00,22.10
Jaxon Shipley,WR,25.70,73.00,195 lbs,26.10,9.25,30.88,4.37,99.00,9.97,89.40,10.00,6.82,4.57,128.00,93.10,35.50,124.40,11.19,11.20,0.19,2011.00,19.10
Jay Lee,WR,27.60,74.00,215 lbs,25.10,9.63,33.50,4.28,104.30,10.07,99.10,13.00,6.75,4.58,119.00,100.20,33.50,116.50,11.03,19.90,0.19,-,-
Jaydon Mickens,WR,25.00,70.00,174 lbs,24.30,9.13,28.75,3.93,91.60,10.00,75.20,15.00,6.62,4.59,121.00,111.60,35.50,120.90,10.55,11.10,0.19,2013.00,19.40
Jaz Reynolds,WR,25.40,74.00,198 lbs,27.50,9.50,31.88,-,-,-,88.10,9.00,-,4.62,125.00,-,35.00,122.00,-,17.40,0.16,2011.00,20.50
Jeff Badet,WR,25.40,71.00,182 lbs,-,9.25,31.00,4.54,97.10,9.94,95.30,16.00,7.24,4.39,131.00,107.70,39.50,132.70,11.78,18.50,0.16,2016.00,-
Jeff Fuller,WR,27.10,76.00,223 lbs,28.30,9.88,33.63,4.42,105.60,9.96,105.50,17.00,7.09,4.58,120.00,101.20,32.00,114.40,11.51,13.30,0.29,2008.00,18.40
Jeff Janis,WR,27.40,75.00,219 lbs,27.20,9.00,32.50,3.98,110.10,10.42,117.90,20.00,6.64,4.42,123.00,134.10,37.50,125.30,10.62,18.90,0.45,2011.00,20.20
Jeff Maehl,WR,25.10,73.00,190 lbs,29.40,9.13,31.50,3.94,97.30,10.17,83.40,8.00,6.42,4.62,115.00,100.80,33.50,114.50,10.36,14.00,0.36,2008.00,19.50
Jehu Chesson,WR,25.50,75.00,204 lbs,24.60,9.13,33.25,4.09,105.90,10.30,105.00,10.00,6.70,4.47,132.00,108.00,35.50,126.40,10.79,14.80,0.24,2015.00,21.70
Jenson Stoshak,WR,27.00,72.00,199 lbs,24.40,9.00,30.13,4.13,97.10,9.91,82.50,21.00,6.65,4.67,118.00,111.70,33.00,115.10,10.78,14.40,0.24,2015.00,21.40
Jeremy Butler,WR,28.80,74.00,224 lbs,27.30,9.50,32.00,4.28,104.20,9.98,97.10,15.00,7.19,4.65,114.00,104.90,36.00,118.20,11.47,13.40,0.51,2012.00,21.40
Jeremy Gallon,WR,29.00,67.00,185 lbs,28.50,9.38,29.50,4.26,95.00,9.86,83.60,15.00,7.07,4.49,130.00,110.20,39.50,132.20,11.33,15.40,0.43,2012.00,22.60
Jeremy Johnson,WR,24.30,72.00,179 lbs,26.80,8.75,31.13,4.44,90.50,9.74,73.00,15.00,6.91,4.69,114.00,87.60,32.50,112.30,11.35,9.90,0.27,2012.00,20.80
Jeremy Kerley,WR,27.80,69.00,188 lbs,29.80,9.00,30.00,3.99,94.30,9.92,78.00,16.00,6.70,4.62,120.00,110.60,34.50,118.70,10.69,10.30,0.27,2010.00,21.80
Jeremy Maclin,WR,26.90,72.00,198 lbs,30.20,9.25,32.25,4.25,99.80,10.00,97.00,-,7.06,4.48,120.00,-,35.50,120.40,11.31,12.40,0.30,2007.00,19.30
Jeremy Ross,WR,28.30,72.00,209 lbs,30.40,-,-,4.19,102.60,10.09,101.40,22.00,7.20,4.49,115.00,127.20,39.00,123.80,11.39,13.70,0.07,-,-
Jermaine Jones,WR,24.20,75.00,194 lbs,-,9.38,33.63,4.35,99.30,9.94,97.20,12.00,7.47,4.50,125.00,96.70,33.50,119.50,11.82,10.20,0.19,-,-
Jermaine Kearse,WR,27.60,73.00,209 lbs,28.50,9.25,32.13,4.12,101.60,10.00,95.00,14.00,7.03,4.58,119.00,106.80,34.00,117.30,11.15,14.90,0.36,2008.00,18.60
Jerome Lane,WR,29.00,74.00,226 lbs,22.40,9.75,31.50,4.12,107.00,10.08,102.30,16.00,6.87,4.60,125.00,112.90,35.00,122.00,10.99,18.20,0.33,2015.00,19.50
Jerome Simpson,WR,24.30,74.00,189 lbs,32.50,11.00,34.63,4.52,101.40,10.13,96.00,-,7.08,4.47,136.00,-,37.50,131.80,11.60,17.00,0.60,2004.00,18.60
Jerrel Jernigan,WR,27.90,69.00,189 lbs,29.20,9.25,32.00,4.25,96.60,9.96,90.30,11.00,7.07,4.46,117.00,104.40,37.50,122.30,11.32,9.80,0.22,2008.00,19.20
Jerricho Cotchery,WR,27.50,72.00,203 lbs,36.20,9.00,32.25,3.92,101.70,10.16,94.30,-,6.95,4.54,121.00,-,36.00,121.70,10.87,15.90,0.29,2001.00,19.20
Jester Weah,WR,27.00,74.00,210 lbs,23.50,9.63,31.13,4.41,104.90,10.04,110.50,15.00,7.24,4.43,129.00,110.20,38.00,129.10,11.65,20.60,0.32,2016.00,21.60
Jhajuan Seales,WR,27.20,73.00,206 lbs,24.70,9.00,31.50,4.36,102.80,10.11,95.30,20.00,7.27,4.56,123.00,117.60,41.50,132.10,11.63,16.60,0.14,-,-
Jimmie Hunt,WR,29.20,72.00,215 lbs,27.90,9.50,30.38,4.46,99.50,9.68,94.70,12.00,7.00,4.60,116.00,90.30,31.50,111.60,11.46,17.50,0.27,2014.00,24.00
JoJo Natson,WR,23.50,69.00,159 lbs,24.50,8.00,29.13,4.19,86.10,9.71,72.70,16.00,7.20,4.51,122.00,102.70,34.00,118.80,11.39,14.20,0.34,2016.00,22.60
Joe Morgan,WR,25.00,72.00,184 lbs,30.40,9.13,31.00,4.25,96.70,10.01,93.40,10.00,6.91,4.44,123.00,100.80,35.50,121.90,11.16,15.90,0.49,2009.00,21.50
John Brown,WR,25.70,70.00,179 lbs,28.40,8.50,30.50,4.12,95.50,10.05,96.80,8.00,6.91,4.34,119.00,108.30,36.50,121.60,11.03,19.60,0.42,2011.00,21.40
John Harris,WR,28.00,74.00,218 lbs,26.70,9.25,33.25,4.45,103.50,9.96,95.40,19.00,6.82,4.64,118.00,102.50,33.50,116.00,11.27,15.50,0.45,2014.00,22.80
John Ross,WR,26.20,71.00,188 lbs,22.70,8.75,31.50,-,-,-,115.30,-,-,4.22,133.00,-,37.00,129.40,-,18.00,0.34,2014.00,18.80
Johnny Holton,WR,25.10,73.00,190 lbs,28.00,9.88,32.88,4.20,97.30,9.95,89.40,8.00,6.90,4.54,123.00,91.90,31.50,115.10,11.10,27.10,0.22,2015.00,25.00
Jon Baldwin,WR,28.00,76.00,230 lbs,29.00,10.13,33.63,4.34,113.40,10.39,116.80,20.00,7.07,4.50,129.00,125.00,42.00,135.90,11.41,17.50,0.35,2008.00,19.10
Jonah Trinnaman,WR,27.50,70.00,192 lbs,22.10,9.00,30.38,4.36,102.00,10.07,102.80,14.00,6.96,4.35,144.00,114.40,40.50,140.90,11.32,12.10,0.08,-,-
Jonathan Krause,WR,26.10,71.00,187 lbs,26.60,9.00,31.00,4.04,98.80,10.13,95.30,13.00,6.94,4.42,128.00,116.00,37.50,127.80,10.98,17.00,0.24,2013.00,21.60
Jordan Harris,WR,27.60,74.00,215 lbs,26.70,9.50,31.00,4.39,100.50,9.80,89.30,7.00,7.29,4.70,119.00,86.10,34.50,118.20,11.68,16.10,0.41,2010.00,18.70
Jordan Lasley,WR,26.80,73.00,203 lbs,21.70,9.63,32.75,4.19,100.00,9.99,99.00,8.00,7.27,4.50,112.00,99.50,34.50,114.70,11.46,18.30,0.41,2016.00,19.80
Jordan Leslie,WR,26.30,74.00,205 lbs,26.80,10.25,32.25,4.08,104.30,10.19,100.50,18.00,6.87,4.51,130.00,118.90,36.00,126.20,10.95,16.70,0.29,2011.00,19.80
Jordan Matthews,WR,26.50,75.00,212 lbs,26.10,10.38,33.25,4.18,105.90,10.21,110.10,21.00,6.95,4.46,120.00,123.30,35.50,120.40,11.13,13.20,0.48,2010.00,18.10
Jordan Norwood,WR,25.10,71.00,180 lbs,31.90,-,30.75,4.20,94.00,10.03,76.90,-,6.80,4.62,119.00,-,38.00,124.10,11.00,15.50,0.26,2007.00,20.90
Jordan Payton,WR,27.30,73.00,207 lbs,24.90,10.13,32.50,4.33,102.30,9.98,103.70,-,7.08,4.47,121.00,-,34.50,119.20,11.41,14.20,0.27,2014.00,21.00
Jordan Taylor,WR,24.20,77.00,204 lbs,26.50,9.13,32.38,4.46,103.70,10.20,98.70,9.00,6.69,4.57,122.00,91.90,36.50,123.10,11.15,15.50,0.33,2012.00,20.60
Jordan Westerkamp,WR,27.10,71.00,194 lbs,24.10,9.38,30.50,-,-,-,-,-,-,-,-,-,-,-,-,13.80,0.31,2014.00,20.20
Jordan Williams-Lambert,WR,28.40,75.00,227 lbs,24.30,9.13,33.00,4.45,104.60,9.92,96.40,21.00,7.03,4.69,116.00,105.60,33.50,115.00,11.48,12.80,0.41,2013.00,19.30
Jordy Nelson,WR,27.10,75.00,217 lbs,33.20,10.00,32.50,4.35,104.20,9.91,107.80,-,7.03,4.51,123.00,-,31.00,114.20,11.38,13.20,0.50,2005.00,20.30
Josh Barge,WR,25.00,72.00,184 lbs,25.80,8.38,30.50,4.44,88.90,9.54,67.20,8.00,7.38,4.82,113.00,74.30,32.00,110.90,11.82,14.30,0.36,2013.00,20.90
Josh Bellamy,WR,27.90,72.00,206 lbs,29.20,-,34.50,4.13,104.40,10.25,97.40,19.00,6.67,4.52,124.00,119.20,36.50,124.10,10.80,13.80,0.17,2010.00,21.30
Josh Boyce,WR,28.70,71.00,206 lbs,27.30,9.25,31.25,4.10,103.80,10.07,108.90,22.00,6.68,4.38,131.00,129.10,34.00,123.30,10.78,13.50,0.31,2010.00,19.30
Josh Cooper,WR,26.50,71.00,190 lbs,29.60,9.50,31.00,4.35,92.20,9.64,75.70,11.00,7.12,4.70,115.00,84.70,31.50,111.10,11.47,10.10,0.13,-,-
Josh Doctson,WR,25.90,74.00,202 lbs,25.70,9.88,31.88,4.08,105.40,10.37,99.90,14.00,6.84,4.50,131.00,118.80,41.00,135.20,10.92,16.80,0.39,2011.00,18.80
Josh Gordon,WR,28.10,75.00,225 lbs,27.30,10.00,33.33,-,-,-,106.00,13.00,-,4.57,121.00,-,36.00,121.70,-,17.00,0.25,2010.00,19.40
Josh Harper,WR,25.20,73.00,191 lbs,26.70,8.75,30.88,4.36,93.30,9.74,82.40,13.00,7.15,4.64,108.00,90.00,32.00,108.40,11.51,12.80,0.32,2013.00,21.80
Josh Huff,WR,28.70,71.00,206 lbs,26.80,9.38,31.25,4.12,100.60,10.00,96.90,14.00,6.96,4.51,116.00,111.00,35.50,118.40,11.08,18.40,0.34,2012.00,20.90
Josh Lenz,WR,26.40,72.00,195 lbs,27.90,9.00,30.25,4.20,100.80,10.19,99.00,21.00,6.59,4.44,121.00,124.50,38.50,126.00,10.79,14.80,0.19,2011.00,21.00
Josh Magee,WR,26.40,70.00,184 lbs,26.90,8.75,29.00,4.26,90.80,9.69,83.10,14.00,6.91,4.54,107.00,96.90,31.50,107.10,11.17,16.80,0.32,2015.00,23.90
Josh Malone,WR,26.00,75.00,208 lbs,22.40,9.63,31.38,4.19,102.70,9.96,114.00,10.00,7.05,4.40,121.00,102.40,30.50,112.40,11.24,19.40,0.35,2016.00,20.50
Josh Morgan,WR,28.90,73.00,219 lbs,33.10,10.25,32.88,4.29,107.20,10.22,105.90,14.00,7.06,4.51,120.00,113.20,40.50,128.90,11.35,12.00,0.25,2005.00,20.20
Josh Reynolds,WR,24.20,75.00,194 lbs,23.50,9.38,31.50,4.13,101.20,10.22,95.50,-,6.83,4.52,124.00,-,37.00,124.90,10.96,17.00,0.40,2014.00,19.60
Josh Stewart,WR,25.50,70.00,178 lbs,25.80,9.38,30.00,4.33,89.90,9.71,70.60,11.00,7.10,4.69,117.00,87.90,35.00,118.00,11.43,11.80,0.20,2012.00,19.90
