arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,2,0,buy,True,,276.0,22.0,0,0,11,8,0,0,31.982609231502863,Alec Pierce | Bhayshul Tuten | Blake Corum | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jaylen Warren | Joe Burrow | Kyren Williams | Quentin Johnston | Sam LaPorta,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 12.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jameson Williams"": 16.0, ""Jaylen Warren"": 20.0, ""Joe Burrow"": 6.0, ""Kyren Williams"": 44.0, ""Quentin Johnston"": 4.0, ""Sam LaPorta"": 4.0}"
bounded_replan,2,5,pass,True,,275.0,23.0,0,0,8,6,0,0,103.8982479100926,Alec Pierce | Bhayshul Tuten | Chase Brown | George Kittle | Jameson Williams | Jaxson Dart | Jayden Reed | Jaylen Warren | Jonathan Taylor | Jonathon Brooks | Kyren Williams | Tee Higgins | Wan'Dale Robinson,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 4.0, ""Jayden Reed"": 2.0, ""Jaylen Warren"": 20.0, ""Jonathan Taylor"": 83.0, ""Jonathon Brooks"": 11.0, ""Kyren Williams"": 51.0, ""Tee Higgins"": 21.0, ""Wan'Dale Robinson"": 9.0}"
bounded_replan,2,6,buy,True,,271.0,27.0,0,0,10,5,0,0,27.730845615647866,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jaxson Dart | Jayden Reed | Kenny Gainwell | Kyren Williams | Matthew Golden | Michael Wilson | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jakobi Meyers"": 5.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 3.0, ""Kenny Gainwell"": 4.0, ""Kyren Williams"": 43.0, ""Matthew Golden"": 3.0, ""Michael Wilson"": 7.0, ""Tony Pollard"": 32.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,2,6,pass,True,,283.0,15.0,0,0,13,12,0,0,32.7874775144013,Bhayshul Tuten | Bijan Robinson | Chase Brown | DK Metcalf | Jake Ferguson | Jalen Hurts | Jaylen Warren | Khalil Shakir | Kyren Williams | Marvin Harrison Jr. | Michael Wilson | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 101.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Jake Ferguson"": 4.0, ""Jalen Hurts"": 11.0, ""Jaylen Warren"": 20.0, ""Khalil Shakir"": 3.0, ""Kyren Williams"": 43.0, ""Marvin Harrison Jr."": 19.0, ""Michael Wilson"": 7.0, ""Rico Dowdle"": 9.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,2,7,buy,True,,258.0,40.0,0,0,12,10,0,0,53.63066100723938,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Godwin Jr. | Courtland Sutton | D'Andre Swift | David Montgomery | George Kittle | Jahmyr Gibbs | Jaxson Dart | Josh Downs | Kenny Gainwell | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Courtland Sutton"": 9.0, ""D'Andre Swift"": 25.0, ""David Montgomery"": 32.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""Kenny Gainwell"": 7.0, ""Quentin Johnston"": 6.0}"
bounded_replan,2,7,pass,True,,258.0,40.0,0,0,15,14,0,0,55.840656793445305,Bhayshul Tuten | Bijan Robinson | Chase Brown | Christian Watson | Chuba Hubbard | Courtland Sutton | D'Andre Swift | George Kittle | Jaxson Dart | Josh Downs | Kenny Gainwell | Quentin Johnston | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 93.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Chuba Hubbard"": 12.0, ""Courtland Sutton"": 9.0, ""D'Andre Swift"": 25.0, ""George Kittle"": 3.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""Kenny Gainwell"": 7.0, ""Quentin Johnston"": 6.0, ""Tee Higgins"": 31.0}"
bounded_replan,2,8,buy,True,,265.0,33.0,0,0,11,11,0,0,31.01596817728239,Alec Pierce | Bhayshul Tuten | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Kyren Williams | Michael Wilson | RJ Harvey | Rachaad White | Rashid Shaheed | Xavier Worthy,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jalen Hurts"": 14.0, ""Kyren Williams"": 54.0, ""Michael Wilson"": 8.0, ""RJ Harvey"": 6.0, ""Rachaad White"": 5.0, ""Rashid Shaheed"": 2.0, ""Xavier Worthy"": 4.0}"
bounded_replan,2,8,pass,True,,264.0,34.0,0,0,10,8,0,0,105.91988621857513,Alec Pierce | Bhayshul Tuten | Chase Brown | Isaiah Likely | Jacory Croskey-Merritt | Jakobi Meyers | Jalen Hurts | Jonathan Taylor | Kyren Williams | Michael Wilson | Quentin Johnston | Rachaad White | Xavier Worthy,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 3.0, ""Jacory Croskey-Merritt"": 5.0, ""Jakobi Meyers"": 7.0, ""Jalen Hurts"": 14.0, ""Jonathan Taylor"": 99.0, ""Kyren Williams"": 54.0, ""Michael Wilson"": 8.0, ""Quentin Johnston"": 12.0, ""Rachaad White"": 5.0, ""Xavier Worthy"": 4.0}"
bounded_replan,2,9,buy,True,,275.0,23.0,0,0,9,7,0,0,21.3443142682097,Bhayshul Tuten | Chase Brown | Dak Prescott | De'Zhaun Stribling | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Jonathon Brooks | Kyren Williams | Quentin Johnston | Sam LaPorta | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""De'Zhaun Stribling"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaylen Warren"": 14.0, ""Jonathon Brooks"": 9.0, ""Kyren Williams"": 54.0, ""Quentin Johnston"": 5.0, ""Sam LaPorta"": 13.0, ""Wan'Dale Robinson"": 8.0, ""Xavier Worthy"": 4.0}"
bounded_replan,2,9,pass,True,,288.0,10.0,0,0,8,6,0,0,104.57940343022051,Bhayshul Tuten | Chase Brown | Dak Prescott | Jadarian Price | Jakobi Meyers | Jaylen Warren | Jonathan Taylor | Kyren Williams | Quentin Johnston | Rome Odunze | Sam LaPorta | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Jadarian Price"": 19.0, ""Jakobi Meyers"": 3.0, ""Jaylen Warren"": 14.0, ""Jonathan Taylor"": 95.0, ""Kyren Williams"": 54.0, ""Quentin Johnston"": 5.0, ""Rome Odunze"": 20.0, ""Sam LaPorta"": 13.0, ""Wan'Dale Robinson"": 8.0, ""Xavier Worthy"": 4.0}"
bounded_replan,2,10,buy,True,,294.0,4.0,0,0,8,5,0,0,15.690698447074567,Bhayshul Tuten | Chase Brown | DJ Moore | Dallas Goedert | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Kyren Williams | Michael Wilson | Quentin Johnston | Rhamondre Stevenson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DJ Moore"": 18.0, ""Dallas Goedert"": 10.0, ""J.K. Dobbins"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 8.0, ""Jayden Reed"": 4.0, ""Kyren Williams"": 47.0, ""Michael Wilson"": 12.0, ""Quentin Johnston"": 4.0, ""Rhamondre Stevenson"": 16.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,2,10,pass,True,,295.0,3.0,0,0,10,10,0,0,106.51015588653394,Bhayshul Tuten | CeeDee Lamb | Chase Brown | D'Andre Swift | Dallas Goedert | David Montgomery | Jalen Hurts | Jayden Reed | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Rhamondre Stevenson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""CeeDee Lamb"": 71.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 35.0, ""Dallas Goedert"": 10.0, ""David Montgomery"": 33.0, ""Jalen Hurts"": 8.0, ""Jayden Reed"": 4.0, ""Kyren Williams"": 47.0, ""Marvin Harrison Jr."": 12.0, ""Quentin Johnston"": 4.0, ""Rhamondre Stevenson"": 16.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,2,11,buy,True,,279.0,19.0,0,0,8,5,0,0,19.68441554664855,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jonathon Brooks | Kyren Williams | Matthew Golden | Quentin Johnston | Sam LaPorta | Tony Pollard | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jaxson Dart"": 5.0, ""Jonathon Brooks"": 15.0, ""Kyren Williams"": 49.0, ""Matthew Golden"": 5.0, ""Quentin Johnston"": 11.0, ""Sam LaPorta"": 3.0, ""Tony Pollard"": 12.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 2.0}"
bounded_replan,2,11,pass,True,,278.0,20.0,0,0,8,5,0,0,20.68441554664855,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jameson Williams | Jaxson Dart | Jonathon Brooks | Kyren Williams | Matthew Golden | Quentin Johnston | Sam LaPorta | Tony Pollard | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 109.0, ""Chase Brown"": 34.0, ""Jameson Williams"": 16.0, ""Jaxson Dart"": 5.0, ""Jonathon Brooks"": 15.0, ""Kyren Williams"": 49.0, ""Matthew Golden"": 5.0, ""Quentin Johnston"": 11.0, ""Sam LaPorta"": 3.0, ""Tony Pollard"": 12.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 2.0}"
bounded_replan,2,12,buy,True,,286.0,12.0,0,0,9,8,0,0,37.39250458935925,Bhayshul Tuten | Chase Brown | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Josh Allen | Khalil Shakir | Kyle Pitts | Parker Washington | Rachaad White | Rome Odunze | Romeo Doubs | Terry McLaurin,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Josh Allen"": 30.0, ""Khalil Shakir"": 2.0, ""Kyle Pitts"": 11.0, ""Parker Washington"": 8.0, ""Rachaad White"": 6.0, ""Rome Odunze"": 23.0, ""Romeo Doubs"": 2.0, ""Terry McLaurin"": 23.0}"
bounded_replan,2,12,pass,True,,278.0,20.0,0,0,9,7,0,0,23.904752723717877,Bhayshul Tuten | Carnell Tate | Chase Brown | Jameson Williams | Josh Allen | Khalil Shakir | Kyle Pitts | Luther Burden III | Rachaad White | Romeo Doubs | Saquon Barkley | Terry McLaurin | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 15.0, ""Chase Brown"": 34.0, ""Jameson Williams"": 18.0, ""Josh Allen"": 30.0, ""Khalil Shakir"": 2.0, ""Kyle Pitts"": 11.0, ""Luther Burden III"": 22.0, ""Rachaad White"": 6.0, ""Romeo Doubs"": 2.0, ""Saquon Barkley"": 76.0, ""Terry McLaurin"": 23.0, ""TreVeyon Henderson"": 28.0}"
bounded_replan,2,13,buy,True,,283.0,15.0,0,0,7,5,0,0,29.231356027811216,Alec Pierce | Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jadarian Price | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jameson Williams | Jaylen Warren | Jordan Addison | Michael Pittman | Tetairoa McMillan,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 5.0, ""Jadarian Price"": 30.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 21.0, ""Jaylen Warren"": 11.0, ""Jordan Addison"": 6.0, ""Michael Pittman"": 6.0, ""Tetairoa McMillan"": 28.0}"
bounded_replan,2,13,pass,True,,269.0,29.0,0,0,16,14,0,0,74.9401539452754,Alec Pierce | Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | J.K. Dobbins | Jalen Hurts | Jameson Williams | Jaylen Warren | Jordan Addison | Rachaad White | Tee Higgins | Zay Flowers,"{""Alec Pierce"": 8.0, ""Amon-Ra St. Brown"": 74.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 5.0, ""J.K. Dobbins"": 17.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 21.0, ""Jaylen Warren"": 11.0, ""Jordan Addison"": 6.0, ""Rachaad White"": 6.0, ""Tee Higgins"": 33.0, ""Zay Flowers"": 34.0}"
bounded_replan,2,14,buy,True,,288.0,10.0,0,0,8,7,0,0,19.39496432684416,Bhayshul Tuten | Chase Brown | DK Metcalf | Dallas Goedert | Jadarian Price | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Josh Allen | Josh Downs | Kenny Gainwell | Marvin Harrison Jr. | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Dallas Goedert"": 2.0, ""Jadarian Price"": 27.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 21.0, ""Josh Allen"": 31.0, ""Josh Downs"": 3.0, ""Kenny Gainwell"": 9.0, ""Marvin Harrison Jr."": 20.0, ""Wan'Dale Robinson"": 4.0}"
bounded_replan,2,14,pass,True,,278.0,20.0,0,0,11,9,0,0,23.585401952274992,Bhayshul Tuten | Chase Brown | D'Andre Swift | DK Metcalf | Emeka Egbuka | Harold Fannin Jr. | Jadarian Price | Jakobi Meyers | Jameson Williams | Josh Allen | Josh Downs | Saquon Barkley | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 28.0, ""DK Metcalf"": 11.0, ""Emeka Egbuka"": 31.0, ""Harold Fannin Jr."": 8.0, ""Jadarian Price"": 27.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 21.0, ""Josh Allen"": 31.0, ""Josh Downs"": 3.0, ""Saquon Barkley"": 64.0, ""Wan'Dale Robinson"": 4.0}"
bounded_replan,2,15,buy,True,,284.0,14.0,0,0,8,5,0,0,13.098405627102181,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dallas Goedert | Jahmyr Gibbs | Jameson Williams | Josh Allen | Khalil Shakir | Makai Lemon | Marvin Harrison Jr. | Rhamondre Stevenson | Stefon Diggs | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 7.0, ""Dallas Goedert"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Josh Allen"": 37.0, ""Khalil Shakir"": 2.0, ""Makai Lemon"": 3.0, ""Marvin Harrison Jr."": 12.0, ""Rhamondre Stevenson"": 14.0, ""Stefon Diggs"": 2.0, ""TreVeyon Henderson"": 28.0}"
bounded_replan,2,15,pass,True,,282.0,16.0,0,0,9,6,0,0,75.13413151603643,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | J.K. Dobbins | Jadarian Price | Jameson Williams | Josh Allen | Makai Lemon | Marvin Harrison Jr. | Rhamondre Stevenson | Stefon Diggs | Zay Flowers,"{""Amon-Ra St. Brown"": 74.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 7.0, ""J.K. Dobbins"": 13.0, ""Jadarian Price"": 24.0, ""Jameson Williams"": 19.0, ""Josh Allen"": 37.0, ""Makai Lemon"": 3.0, ""Marvin Harrison Jr."": 12.0, ""Rhamondre Stevenson"": 14.0, ""Stefon Diggs"": 2.0, ""Zay Flowers"": 32.0}"
bounded_replan,2,16,buy,True,,289.0,9.0,0,0,8,5,0,0,15.447587869844654,Alec Pierce | Bhayshul Tuten | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Allen | Michael Pittman | Rachaad White | Stefon Diggs | Tony Pollard | Wan'Dale Robinson,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Jordan Addison"": 8.0, ""Josh Allen"": 36.0, ""Michael Pittman"": 9.0, ""Rachaad White"": 10.0, ""Stefon Diggs"": 3.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 6.0}"
bounded_replan,2,16,pass,True,,288.0,10.0,0,0,8,5,0,0,75.42784905698147,Bhayshul Tuten | Chase Brown | DK Metcalf | Derrick Henry | Emeka Egbuka | Harold Fannin Jr. | Jadarian Price | Jameson Williams | Jordan Addison | Josh Allen | Stefon Diggs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 12.0, ""Derrick Henry"": 61.0, ""Emeka Egbuka"": 34.0, ""Harold Fannin Jr."": 9.0, ""Jadarian Price"": 26.0, ""Jameson Williams"": 25.0, ""Jordan Addison"": 8.0, ""Josh Allen"": 36.0, ""Stefon Diggs"": 3.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 6.0}"
